講義名,平均評価ポイント,自由記述
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / テストの日程を明白にして欲しいです
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 授業で問題を解く機会が少なかった
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / もっと授業中に例題などを増やしてほしいです。1年のときに比べ全然無かったと思います。
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 動画で見返すことができるのがありがたかった。
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 課題が毎回出るのでその日の復習につながりました。しかし、以前のように授業中の例題が少なくなってきたので課題をこなすことも難しいと感じてきました。そのため、授業中の例題を少しでも出してくれると分かりやすいです。
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 数字に触れることができてよかった。
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 課題を行う際やテスト前に授業内容を確認したいと思った時に、授業動画を公開していただけていたので簡単に確認することが出来たのでとても良かった。
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 統計あたりは数学の中で1番苦手だったので不安で授業を受けても理解までの時間が多くかかった。また、課題で問題が間違っていた時はそこの解説をしてほしいと感じた。しかし、公式などを丁寧に教えてくださったので、理解には時間を要したがテストで良い点を取れるまでに理解できたので、良かったです。ありがとうございました。
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 授業動画を撮ってくれてアップしてくれるのはすごく助かりました。一番最初にシラバスに記載してあった日程とテスト日がズレていたのでそこは明確にしてほしいなと思いました。
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 授業中の例題を増やしてほしいです。
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 授業中に解く問題量をもう少しだけ増やして欲しいです
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 専門的な知識を得ることができました。黒板で重要な部分と説明の部分を分けて書いてもらえるともっと分かりやすいなと感じました。
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 講義が録画されているので、復習しやすくて良い
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 青色のチョークは見えづらいです。ピンクのチョークは見やすいので、じゃんじゃん使ってください。
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 動画や資料の手配がしっかりしていてありがたいです。
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 特にないです
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 計算の流れの教え方が丁寧で分かりやすかった。
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 新しい定義を学べた。
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 私語の注意を男女関係なくしてほしいです。
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 前期の間ありがとうございました。課題のことなどいつも気にかけて下さってありがたかったです。期末時間の勉強でプリントもやってちゃんと提出したいです。
1223101　応用数学,平均評価ポイント　　3.28,"2024/07/03（水）　～　2024/07/19（金） / この授業では,先生が黒板に書いたものをノートに移すのが基本の授業体系ですが、その授業で習った内容を駆使して来週のこの授業までに解く宿題プリントがあります。その宿題プリントをノートを見て、正解の回答までたどり着けて、毎回この宿題プリントを提出しておけば、この授業の単位は容易に取れると思います。テストは中間テストと授業が終わった後の最後のテストが存在し、テストの内容は宿題プリントに類似しています。ノートと宿題プリントは持ち込み可です。※自分が受けたとき時の様子です。変わっている可能性もあります。"
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 今までの数学の科目と違ってレベルかなりあがるので宿題ちゃんと取り組みましょう。あと過去問はこの科目に関しては過去問もやったほうがいいとおもいます。
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / ノートはとりましょう
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 頑張ってテスト前に宿題とノートを見直しましょう
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 楽しかった
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / ちゃんとやれば絶対落とさないと思う。
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 課題ちゃんとやるべき
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 楽しい
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 宿題を提出しましょう
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 一回一回授業をしっかりまとめていればいい点数を取れるので頑張ってください。
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / ノートと課題をちゃんと書いておくこと
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / ノートと宿題をきちんとしていれば単位は取れる
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 復習は必ずしてください
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 課題を毎回やっていれば理解できます
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 課題ちゃんとやったら大丈夫
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 予習復習しっかりしたほうがいい
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / がんばれ
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 1年生の時より難しかったです。ノートをちゃんととって、先生の話を聞いて課題をしっかり出しましょう。
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 課題は余裕を持って行いましょう。
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 板書と課題はきちんと取り組むべき。
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 日々の授業を大切にノートを取った方が良い。
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 課題は必ず出した方がいいです。
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 課題をしっかりしたらいいと思います。
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / ノートをしっかりととるようにしましょう。
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / ノートをしっかりとること。
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 板書、課題をきちんとする。 一年生の時よりも難しいので、しっかりと復習をする。
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / しっかり宿題と過去問をすれば大丈夫です。
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 意外と難しいから頑張って下さい。
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 宿題で分からなかったところはfitaimや先生などに質問した方が良い
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / ノートとっておけばなんとかなる
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 課題をしっかりする
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 宿題提出を忘れないようにする
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / テスト対策をする
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 宿題をして、ノートをとったほうがいいと思います。
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 復習することが大事
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 毎回出される課題は、成績に響くのでしっかりと取り組むべきです。
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 頑張ってください
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 課題は忘れずに行いましょう。
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / きちんとノートを取ること、課題は解いて毎回提出することはとても大切だと感じます。応用数学は苦手と感じる人が多いと思うので復習はとても大事です。
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 課題をしっかりやろう。
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 板書のメモ取りと宿題はしっかりやる
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 板書をしっかり書くことと宿題を毎回して復習する習慣をつけるといいと思います。
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / プリント提出すること
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 特にないです
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / しっかり課題を提出する
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 課題を頑張る
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / しっかり課題をやること。
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 男子は気をつけて。
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 課題をしっかりと提出する。
1223101　応用数学,平均評価ポイント　　3.28,2024/07/03（水）　～　2024/07/19（金） / 〈全体へのコメント〉皆様、アンケートにご協力いただきありがとうございました。また、たくさんのコメントありがとうございました。下記にいくつかピックアップして個別に返事を書きまが、頂いたコメントは全て後期の授業運営の参考にいたします。
1223101　応用数学,平均評価ポイント　　3.28,"2024/07/03（水）　～　2024/07/19（金） / >宿題プリントに例題として類似の問題の解き方を書いていて欲しい。
→ 前半（統計）の授業では、一般論だけで終わってしまった回があり、大変だったかもしれません。ただ、一般論を勉強して具体的な問題を解けるようになるというのは身につけるべき能力です。皆さんが社会に出たら、全てを手取り足取り教えてもらえるわけではありません。一つのことを聞いて、そこから様々な状況へ応用できる能力が求められます。その訓練でもあると思ってください。宿題プリントに解き方を書くのはヒントの出し過ぎだと思うので、それは避けたいと思いますが、授業中で解説が不十分だった宿題は、のちの授業で解説することにします（微分方程式の回からはそうしています）。"
1223101　応用数学,平均評価ポイント　　3.28,"2024/07/03（水）　～　2024/07/19（金） / >黒板を授業のはじめに3当分してから板書をしてほしい
→対応しました。"
1223101　応用数学,平均評価ポイント　　3.28,"2024/07/03（水）　～　2024/07/19（金） / >試験前の話が長いので早く始めて早く終わらせたいです。
→ 大学から指定されている手順で試験を進めています。ご了承ください。"
1223101　応用数学,平均評価ポイント　　3.28,"2024/07/03（水）　～　2024/07/19（金） / >私語のことを気にしすぎて授業に集中できない。
→ 福永も私語がうるさいと授業に集中できません。私語が多いと学生も教員も不幸になりますね。"
1223101　応用数学,平均評価ポイント　　3.28,"2024/07/03（水）　～　2024/07/19（金） / > 「例題や問題を解く時間を増やして欲しいです。」など例題や問題に関する意見
→ 応用数学は教える内容が多いので、どうしても例題や問題を解かせる時間が短くなってしまいました。後半は少し意識して例題を増やしています。"
1223101　応用数学,平均評価ポイント　　3.28,"2024/07/03（水）　～　2024/07/19（金） / >授業動画の細かい部分がぼやけて見づらいのでもう少し見えやすくなると助かります。
→ これ以上解像度を上げると、いま使っている機材ではデータ量が大きくなりすぎてしまいます。解決するには録画する機材を変更するなどする必要がありますが、すぐの対応は難しいです、すみません。"
1223101　応用数学,平均評価ポイント　　3.28,"2024/07/03（水）　～　2024/07/19（金） / >話していないのに全体で私語注意されるのが気になります
→ 全体責任と思っているわけではありませんが、個別に呼び出して注意することも教員の労力的に現実的ではありません（授業態度が悪い学生のためにそこまで時間をかけるくらいなら、宿題の採点に時間をかけた方が教育効果があります）。従って、全体で注意することになります。"
1223101　応用数学,平均評価ポイント　　3.28,"2024/07/03（水）　～　2024/07/19（金） / >テストの日程を明白にして欲しいです
→ 中間試験に関してはシラバス通りに試験を行っているので、明白です。期末試験に関しては福永が決めているわけではございませんので、ご意見がある場合は教務課に連絡していただければと思います。"
1223101　応用数学,平均評価ポイント　　3.28,"2024/07/03（水）　～　2024/07/19（金） / >一番最初にシラバスに記載してあった日程とテスト日がズレていたので
→シラバスでは10週目に試験を行うと記載しており、実際に10週目に実施しました。ですので、ズレてはいないと思います。ご確認ください。"
1223101　応用数学,平均評価ポイント　　3.28,"2024/07/03（水）　～　2024/07/19（金） / >黒板で重要な部分と説明の部分を分けて書いてもらえるともっと分かりやすいなと感じました。
→ ちょっとわかりにくかったですかね。今後の参考にいたします。"
1223101　応用数学,平均評価ポイント　　3.28,"2024/07/03（水）　～　2024/07/19（金） / >青色のチョークは見えづらいです。ピンクのチョークは見やすいので、じゃんじゃん使ってください。
→ 対応しました。"
1223101　応用数学,平均評価ポイント　　3.28,"2024/07/03（水）　～　2024/07/19（金） / >私語の注意を男女関係なくしてほしいです。
→ 福永はそのような差別は絶対にしませんので、私語に気が付いた場合は男女関係なく注意をしています。ただ、男女では声の高低に違いがあるので、発生源の特定のしやすさや私語への気づきやすさには違いがあるかもしれません。両耳を手術しているので、その影響もあるかもしれません。"
1223106　物理学,平均評価ポイント　　3.80,2024/07/03（水）　～　2024/07/19（金） / 宿題の提出時間をもうちょっと遅くしてほしかった。 また、物理の内容を微分積分を用いることによって理解が深まったと思う。
1223106　物理学,平均評価ポイント　　3.80,2024/07/03（水）　～　2024/07/19（金） / 予習で動画を見てノート作成すると良い。課題もして提出する。
1223106　物理学,平均評価ポイント　　3.80,2024/07/03（水）　～　2024/07/19（金） / 授業後に何をしたかの復習はしておいたほうがいい
1233210　酵素化学,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / ありがとうございました。
1233210　酵素化学,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / なし
1233210　酵素化学,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 説明が分かりやすいです。
1233210　酵素化学,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 酵素の基礎を化学や反応速度の観点から学ぶことができた。
1233210　酵素化学,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木）
1233210　酵素化学,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 復習プリントなどを配布してくださってとてもありがたかった。
1233210　酵素化学,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 前期の授業をとっていなくてもわかるようにしてくれていたので助かった。
1233210　酵素化学,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 復習のプリントが助かりました。
1233210　酵素化学,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / ワークに取り組む時間がもう少しだけ欲しいと感じた。
1233210　酵素化学,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / まとめプリントがあるおかげでポイントが分かりテスト勉強がやりやすく助かります。 酵素の説明も教科書だけでは分からないですが先生の説明が分かりやすいのですぐ理解出来ました。
1233210　酵素化学,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 1番身近に感じられる内容の授業だったから楽しかったです。
1233210　酵素化学,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 酵素は様々な場面で使用されることがわかった。
1233210　酵素化学,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 酵素の仕組みやさまざまな応用方法を知ることができました。
1233210　酵素化学,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / テスト対策プリントをしっかりしよう。
1233210　酵素化学,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / たまに提出レポートがあります。
1233210　酵素化学,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / なし
1233210　酵素化学,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 提出物を出す。
1233210　酵素化学,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 反応速度論の部分が大切だと思います。
1233210　酵素化学,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 復習プリントをしっかりする。
1233210　酵素化学,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 出席はしっかりすること
1233210　酵素化学,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 特にありません
1233210　酵素化学,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 復習プリントは授業中にちゃんと一緒にしないと1人じゃ多分難しい
1233210　酵素化学,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 復習プリントは暗記する。
1233210　酵素化学,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 予習はしておくとテストの時に少し楽になると思います。
1233210　酵素化学,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 特に専門性の高い部分は、勉強として覚えないといけないですが、酵素についての考え方やおおまかな知識は今後も使えることがあるのではないかと思います。テストらしいものは期末試験だけですが、たまに授業内でやるまとめやワーク課題の提出があります。
1233210　酵素化学,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 酵素は我々の生体内に存在し、かつ日常生活における食品や薬剤の製造にも利用されている身近な物質です。本講義を通して研究室の分野に関わらず興味を持って頂けたら嬉しいです。
1223202　食品微生物発酵学,平均評価ポイント　　4.00,2024/12/20（金）　～　2025/01/16（木） / 工場見学もあって実際に目で見て学ぶことができてよかった？
1223203　食品物性学実験,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / 身近な食品を用いての実験だったのでとても興味深かったです。
1223203　食品物性学実験,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / ジャムを作ったり、ヨーグルトを作ったり身近な商品と比較する方が楽しかったです。
1223203　食品物性学実験,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / 今までの実験と違って人数が少ない分、TAさんや先生に質問などがすぐできる環境だったのでやりやすかった。
1223203　食品物性学実験,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / データの共有などがあり、まとめることが多いので図や表を作れるように慣れる方が大切
1233109　生産技術倫理,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金） / 私としては取り扱う内容や先生のお話が興味深く、毎週楽しみに受講しておりました。理系科目で専門知識だけを学ぶ中で、この授業を通して様々なことを違う角度から考えることができました。この先ふとした機会に、先生の仰っていたことを思いだせるといいなと思っております。半期の間ありがとうございました。
1233109　生産技術倫理,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金） / 技術者になることにはさまざまな倫理や考え方を持つことが必要なんだと感じました
1233109　生産技術倫理,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金） / 動画や具体的事例を交えて、技術者に必要な倫理観を学ぶことが出来た。
1233109　生産技術倫理,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金） / 1限でしたが楽しい授業だったのであまり休むこともなく出席することができました。ありがとうございました。
1233109　生産技術倫理,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金） / 授業でしっかりキーワードを確認してください
1233109　生産技術倫理,平均評価ポイント　　3.66,"2024/07/03（水）　～　2024/07/19（金） / 今回のクラスでは、半数ほど興味をもって講義を受けて頂けた印象です。
カリキュラム変更で、今年度限りで「生産技術倫理」が閉講になりますが、倫理について継続的に学んでほしいと思います。"
1233101　応用微生物学,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金） / 微生物と分野を絞り、身近な活用例等を知ることができる良い授業だった。
1233101　応用微生物学,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金） / 授業は分かりやすくて良かったです。
1233101　応用微生物学,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金） / 微生物学の歴史的背景からこれまでの研究の流れ、最新の研究結果まで網羅的に学ぶことができた。
1233101　応用微生物学,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金） / 動画なども使っていたので、説明だけよりわかりやすかったです。
1233101　応用微生物学,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金） / プリントをちゃんとみる。
1233101　応用微生物学,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金） / 課題は必ず提出する。
1233101　応用微生物学,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金） / 毎回の課題を確実にこなしましょう。
1233101　応用微生物学,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金） / 課題を提出する。
1333203　人工知能概論,平均評価ポイント　　3.50,2024/12/20（金）　～　2025/01/16（木） / 授業の予習と復習を継続してできました。
1333203　人工知能概論,平均評価ポイント　　3.50,2024/12/20（金）　～　2025/01/16（木） / 面白い内容だった
1333203　人工知能概論,平均評価ポイント　　3.50,2024/12/20（金）　～　2025/01/16（木） / 人工知能について理解を深める事が出来ました。ありがとうございました。
1333203　人工知能概論,平均評価ポイント　　3.50,2024/12/20（金）　～　2025/01/16（木） / 人工知能のメカニズムについて
1333203　人工知能概論,平均評価ポイント　　3.50,2024/12/20（金）　～　2025/01/16（木） / 予習と復習をしましょう。
1333203　人工知能概論,平均評価ポイント　　3.50,2024/12/20（金）　～　2025/01/16（木） / 課題を残しておくとストレスになるので早めに終わらせよう。
1333203　人工知能概論,平均評価ポイント　　3.50,2024/12/20（金）　～　2025/01/16（木） / 復習が大事
1333203　人工知能概論,平均評価ポイント　　3.50,2024/12/20（金）　～　2025/01/16（木） / きちんと予習復習をしないと置いていかれる
1333203　人工知能概論,平均評価ポイント　　3.50,2024/12/20（金）　～　2025/01/16（木） / 授業へのご意見ありがとうございます．講義内容について興味を持ってもらえ，積極的に学習できたとのコメントは大変励みになります．引き続き，有意義な授業となるように努力いたします．
1131103　デジタル信号処理,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 内向的か外向的かで発表のしやすさが異なり、不平等であると感じるため、発表点を廃止してほしいです。
1131103　デジタル信号処理,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 課題で提出するレポートが電子情報実験3と同じ分量なので少し減らして欲しいです.
1131103　デジタル信号処理,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 移動平均フィルタやフーリエ解析についてよく理解できた。
1131103　デジタル信号処理,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / デジタル信号処理というものについて，知らないことばかりなため苦労することが多かったが，日常生活に密接に関わっているデジタル信号の原理・性質・処理方法について深く知ることができる興味深い講義だった．
1131103　デジタル信号処理,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 演習課題の答えも配布して欲しいです。
1131103　デジタル信号処理,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 様々なフィルタによるノイズ除去の実験の中でも，特に三角波はフーリエ解析によるノイズ除去が最もきれいな波形を得られることを知りました．
1131103　デジタル信号処理,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 課題や実験を通してノイズ除去のフィルタ処理について理解を深めることができた
1131103　デジタル信号処理,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 発表点があるため、声が通りづらい方は前に座っておきましょう。
1131103　デジタル信号処理,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / とても難しいです。また、レポート提出があるのでコツコツとやっておきましょう。
1131103　デジタル信号処理,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / レポートが5回くらいある。質問されたら答えよう。頑張れ。
1131103　デジタル信号処理,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 結構難しいので気合い入れていきましょう
1131103　デジタル信号処理,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / レポート提出が3回あります。
1131103　デジタル信号処理,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / クオーター制度でどの時間に授業があるか分かりませんが，後半であれば特にレポートや課題の提出期限を確認しておくと良いと思います．
1131103　デジタル信号処理,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 課題とレポートにしっかり取り組む
1132106　人工知能基礎と演習,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 人工知能など学ぶことができた
1132106　人工知能基礎と演習,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 演習は面白かった。
1132106　人工知能基礎と演習,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / ありがとうございました。
1132106　人工知能基礎と演習,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 授業面白かったです。この授業で人工知能に興味を持ちました。
1132106　人工知能基礎と演習,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 復習はした方がいいです
1132106　人工知能基礎と演習,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 中間テストはしっかりプログラムのコメントを見ましょう。
1132106　人工知能基礎と演習,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 課題を忘れないようにしましょう。
1132106　人工知能基礎と演習,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 本授業の前半では，AIの中核技術である機械学習を使うための必要な数学基礎をPythonを用いて学びました。後半の機械学習のアルゴリズムの仕組みを理解することを目指しています。今年は本科目を初めて開設しました。これまでの情報関連の授業に比べて演習の量を増やし、学生たちにはできるだけ規定の時間内に演習を完了するよう求めました。完了できなかった場合でも、後から提出することが可能にしています。
1333201　数値解析,平均評価ポイント　　3.62,2024/12/20（金）　～　2025/01/16（木） / MATLABでの授業や課題は分からないこともあり大変でしたが、しっかり取り組むことができたので良かったです。
1333201　数値解析,平均評価ポイント　　3.62,2024/12/20（金）　～　2025/01/16（木） / なかなかためになる勉強ができました。
1333201　数値解析,平均評価ポイント　　3.62,2024/12/20（金）　～　2025/01/16（木） / 数値解析の講義を通して、新しい知識を学ぶことが出来ました。また分からない問題があったときに丁寧教えて頂き、ありがとうございました。
1333201　数値解析,平均評価ポイント　　3.62,2024/12/20（金）　～　2025/01/16（木） / matlaboを用いた計算式の作成
1333201　数値解析,平均評価ポイント　　3.62,2024/12/20（金）　～　2025/01/16（木） / 課題を早めに取り組むこと。
1333201　数値解析,平均評価ポイント　　3.62,2024/12/20（金）　～　2025/01/16（木） / 課題をきちんとこなすべし。
1333201　数値解析,平均評価ポイント　　3.62,2024/12/20（金）　～　2025/01/16（木） / 分からないことはすぐ聞くようにする。
1333201　数値解析,平均評価ポイント　　3.62,2024/12/20（金）　～　2025/01/16（木） / 線形代数、機械力学、プログラミングの知識がいる
1333201　数値解析,平均評価ポイント　　3.62,2024/12/20（金）　～　2025/01/16（木） / 本講義では，非線形方程式の数値解法，数値積分法，微分方程式の数値解法，連立方程式の数値解法について取り扱いました．MATLABを用いたプログラミング演習を同時に実施しましたが，アルゴリズムの理解およびスクリプト（プログラム）の作成に苦戦した人が多かったようです．本講義終了後も，自宅や研究室等で数値解析およびプログラミングの自己学習を継続して行うことを期待しています．
