講義名,平均評価ポイント,自由記述
1723103　情報解析学,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / テストで部分点が欲しかったです。
1723103　情報解析学,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 協力して解ける機会があってとても良いと感じました
1723103　情報解析学,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / テストに部分点がありません。テストや毎週出るレポート課題は、途中式や回答にケアレスミス、書き間違えが無いか何度も確認しましょう。
1723103　情報解析学,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / テストで部分点がないためしっかりと途中の説明も書かないといけないです。
1723103　情報解析学,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 持ち込み可だが、部分点がないので、正確な計算力が求められる。完全に正解しないと点数をもらえないので、なかなか高得点をとるのは難しい。
1723103　情報解析学,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 中間テストはかなり難しいので早めに対策した方がいいと考えます。
1723103　情報解析学,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 楽しい講義です
1723103　情報解析学,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / わからないところは友達やSAに質問して放置しないようにすること。
1723103　情報解析学,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 毎日の勉強を欠かさないようにしましょう
1723103　情報解析学,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 予習復習をしっかり行うこと
1723103　情報解析学,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / テスト内容は数学で、部分点が無いので対策はしっかりしましょう。持ち込みは可です。
1723103　情報解析学,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / ガチでムズいので、頑張りましょう
1723103　情報解析学,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / テスト頑張ろう
1723103　情報解析学,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 毎回復習した方が良い
1723103　情報解析学,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 毎回の講義に参加する。
1723103　情報解析学,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 演習課題はしっかり終わらせよう。途中で帰ると後々公開します。
1723103　情報解析学,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 周りを話せる人で囲むのが正解だと思います
1723103　情報解析学,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / ひたすら勉強
1723103　情報解析学,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 課題をちゃんと解いて理解すること。
1723103　情報解析学,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 事前学習必須。 予習→授業にて復習（理解を深める）→授業時間内で演習→次回講義へ備える のスパイラルができていないと、 予習なし→授業にて初めて出会う公式→授業時間内によくわからんけどやってみる→次回までに理解しておかないといけない になり、いざテストというときに全ての授業回を理解し直さなければなりません。 必修落としたかったら後者選んでもろてどうぞ。
1723103　情報解析学,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 2年前期で一番難しいです。テストで1回でもコケると単位はないです。
1723103　情報解析学,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 持ち込みありの為講義内でやり方を理解しておけば良い
1723103　情報解析学,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 授業中に友達としっかり意見交換をすること。
1723103　情報解析学,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 全体的に難しく感じるから復習をしっかりやること
1723103　情報解析学,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / めっちゃムズイ
1723103　情報解析学,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 数学がわからないときつい
1723103　情報解析学,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 毎週課題レポートをしっかり取り組みましょう。
1723103　情報解析学,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 記述がむずい
1723103　情報解析学,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 予習、復習をきちんとすることをおすすめします
1723103　情報解析学,平均評価ポイント　　3.41,2024/07/03（水）　～　2024/07/19（金） / 毎授業復習すると良いです
1723205　基礎ロボット工学,平均評価ポイント　　3.54,2024/12/20（金）　～　2025/01/16（木） / ロボットの運動について知ることができました
1723205　基礎ロボット工学,平均評価ポイント　　3.54,2024/12/20（金）　～　2025/01/16（木） / 意外と毎時間の内容が濃くて難しかった。 森園先生の説明がとても分かりやったです。
1723205　基礎ロボット工学,平均評価ポイント　　3.54,2024/12/20（金）　～　2025/01/16（木） / 解説が丁寧だった
1723205　基礎ロボット工学,平均評価ポイント　　3.54,2024/12/20（金）　～　2025/01/16（木） / ロボットの本当に基礎です．ロボットに興味がある人は，しっかり学ぶべきだと思います．先生の雰囲気が柔らかくて，いい感じでした．
1723205　基礎ロボット工学,平均評価ポイント　　3.54,2024/12/20（金）　～　2025/01/16（木） / 毎回の自習課題を行えばレポートはすぐに理解できると思います
1723205　基礎ロボット工学,平均評価ポイント　　3.54,2024/12/20（金）　～　2025/01/16（木） / ワークシートなどの板書は必ずメモしてた方が良いです。
1723205　基礎ロボット工学,平均評価ポイント　　3.54,2024/12/20（金）　～　2025/01/16（木） / 復習をおこなうこと
1723205　基礎ロボット工学,平均評価ポイント　　3.54,2024/12/20（金）　～　2025/01/16（木） / レポートは全体で2回出ました．問題を解く形式のレポートです．授業資料を見て，頑張ってください．1回提出して，添削されたものが返却され，自分で訂正して改めて出したものがレポートの点数になります．テストは持ち込み可能です．
1723205　基礎ロボット工学,平均評価ポイント　　3.54,2024/12/20（金）　～　2025/01/16（木） / ロボットの科目と言いながらロボットの話はあまりなく，数式やらモータやらセンサやらの話がたくさん出てきて，いろんなところに話が飛んで行くので訳が分からない，と思った受講生も，もしかしたらいるのかもしれません．ですが，いろんなことを幅広く知っていると，よりよいロボットシステムが創作できます．この科目の受講は大変だったかもしれませんが，この科目の受講を通じて，そのことを感じていただければと思います．
1723203　微分方程式,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 微分方程式の詳しい内容を知ることができました
1723203　微分方程式,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / なし
1723203　微分方程式,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / ラプラス変換のさらなる応用の仕方や微分の応用の仕方を丁寧に学ぶことができた
1723203　微分方程式,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 微分方程式の解法を学ぶことができました.
1723203　微分方程式,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 楽しく学べた
1723203　微分方程式,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 要点がはっきりとしていてやりやすかった。
1723203　微分方程式,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 質問などにも丁寧に回答をして頂いた。講義も分かりやすかった
1723203　微分方程式,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 毎回の授業の内容と問題の解説が分かりやすいのと，出される練習問題が，教わった範囲内から出ているので勉強がしやすかったです．
1723203　微分方程式,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 毎回の復習を行い理解度を深めたほうがいいです。
1723203　微分方程式,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / よかった
1723203　微分方程式,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 情報解析学がわかればいける。
1723203　微分方程式,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 前回の講義の復習などを行った状態で講義を受けると理解しやすくなる
1723203　微分方程式,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 微分や積分のやり方を忘れている場合は復習しておいた方がいいと思います.
1723203　微分方程式,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 計算を頑張らないといけない
1723203　微分方程式,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 復習大事
1723203　微分方程式,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 授業は分かりやすいですが，積分と微分がかなり出てくるので，ある程度できていないとできないかもしれません．詳しく解説を載せてくれているので，ある程度できているならわかると思います．小テストはないです．覚えることは多いですが，できたら楽しいです．
1733102　情報技術資格Ⅱ,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 先生の説明のおかげで多くの用語や計算方法などについて理解することができた。
1733102　情報技術資格Ⅱ,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 毎回授業後に小テストが出されるので提出はきちんとした方が良いです。
1723102　情報技術者倫理,平均評価ポイント　　3.56,2024/07/03（水）　～　2024/07/19（金） / 面白かったです。
1723102　情報技術者倫理,平均評価ポイント　　3.56,2024/07/03（水）　～　2024/07/19（金） / 色々な人とグループワークができて、多くの意見を聞けたのでよかった
1723102　情報技術者倫理,平均評価ポイント　　3.56,2024/07/03（水）　～　2024/07/19（金） / グループワークでいろんな人と意見を交えたことが自身の知見を広げることにつながりとてもよかったです
1723102　情報技術者倫理,平均評価ポイント　　3.56,2024/07/03（水）　～　2024/07/19（金） / 技術者としての正しい考え方など知ることができたので良かった．
1723102　情報技術者倫理,平均評価ポイント　　3.56,2024/07/03（水）　～　2024/07/19（金） / 技術者として必要な倫理について理解することが出来た
1723102　情報技術者倫理,平均評価ポイント　　3.56,2024/07/03（水）　～　2024/07/19（金） / 様々な人とディスカッションしながらできたのでとてもよかった。
1723102　情報技術者倫理,平均評価ポイント　　3.56,2024/07/03（水）　～　2024/07/19（金） / 分からないところが少しずつ分かるようになることは楽しかった。
1723102　情報技術者倫理,平均評価ポイント　　3.56,2024/07/03（水）　～　2024/07/19（金） / 技術者としてつけるべき倫理観を学ぶことができた
1723102　情報技術者倫理,平均評価ポイント　　3.56,2024/07/03（水）　～　2024/07/19（金） / 楽しく出来た
1723102　情報技術者倫理,平均評価ポイント　　3.56,2024/07/03（水）　～　2024/07/19（金） / グループ活動が楽しかったです
1723102　情報技術者倫理,平均評価ポイント　　3.56,2024/07/03（水）　～　2024/07/19（金） / 課題解決能力がより身につく良い機会でした
1723102　情報技術者倫理,平均評価ポイント　　3.56,2024/07/03（水）　～　2024/07/19（金） / 課題は、毎回出ますが前半は採点対象外です。第9~13の全5回分は採点対象で、各6点満点でレポートは30点満点です。 試験問題は第13回時に過去問が配信されるのでそれを勉強し覚えれば大丈夫です。
1723102　情報技術者倫理,平均評価ポイント　　3.56,2024/07/03（水）　～　2024/07/19（金） / 毎日の課題を取り組めば大丈夫であると考えます。
1723102　情報技術者倫理,平均評価ポイント　　3.56,2024/07/03（水）　～　2024/07/19（金） / まじおもろいで～
1723102　情報技術者倫理,平均評価ポイント　　3.56,2024/07/03（水）　～　2024/07/19（金） / グループワークが毎回あります。
1723102　情報技術者倫理,平均評価ポイント　　3.56,2024/07/03（水）　～　2024/07/19（金） / 課題の中にはテストで使うものもあるので、しっかりやりましょう。
1723102　情報技術者倫理,平均評価ポイント　　3.56,2024/07/03（水）　～　2024/07/19（金） / 課題をしっかりしてください
1723102　情報技術者倫理,平均評価ポイント　　3.56,2024/07/03（水）　～　2024/07/19（金） / 毎週の課題を行うこと
1723102　情報技術者倫理,平均評価ポイント　　3.56,2024/07/03（水）　～　2024/07/19（金） / グループワーク頑張ろう
1723102　情報技術者倫理,平均評価ポイント　　3.56,2024/07/03（水）　～　2024/07/19（金） / テストを楽にするためにも日頃のレポートは丁寧にする
1723102　情報技術者倫理,平均評価ポイント　　3.56,2024/07/03（水）　～　2024/07/19（金） / レポートをちゃんとしましょう
1723102　情報技術者倫理,平均評価ポイント　　3.56,2024/07/03（水）　～　2024/07/19（金） / 課題を忘れずに提出するようにしましょう。
1723102　情報技術者倫理,平均評価ポイント　　3.56,2024/07/03（水）　～　2024/07/19（金） / 課題出す
1723102　情報技術者倫理,平均評価ポイント　　3.56,2024/07/03（水）　～　2024/07/19（金） / 授業を集中して受けると課題が楽になります。
1723102　情報技術者倫理,平均評価ポイント　　3.56,2024/07/03（水）　～　2024/07/19（金） / 毎授業復習すると良いです
1723102　情報技術者倫理,平均評価ポイント　　3.56,2024/07/03（水）　～　2024/07/19（金） / 半期１５回の講義では、毎回、技術者倫理のトピックの説明、その後のグループ討議と発表、教員によるコメントや解説、講義後のレポート課題を繰り返してきました。様々な事例を通じて、技術者倫理に関する問題は何か、その複数の解決策を検討しました。解決策は一つだけでもなく、ジレンマがあれば選択しがたいものもありました。講義を通じて、倫理的な解決策は周りとよく相談して、考えればどうにかなることが理解できたと思います。これからの学修や卒業後にも、身に着けた倫理的な考え方や行動指針を元に、仕事に従事する、ニュースに取り上げられる不祥事はどこに問題があるのか、どうやれば回避できるのか、など考えてみてください。
1036105　工業科教育法I,,2024/07/03（水）　～　2024/07/19（金） / 二人は普通科高校出身という事なので、工業高校と普通高校の教育の違いを知ってほしいと思い授業をしました。また、工業高校の授業の特徴や生徒への接し方も、理論と体験を踏まえて説明しました。工業高校の教員に必要な知識、技術および考え方を習得していただけたのであれば有り難いです。
1713201　情報物理実験,平均評価ポイント　　3.42,2024/12/20（金）　～　2025/01/16（木） / 自分は4班だったのでテーマD→C→B→Aという順番で受けたが、どのテーマも次に受けるテーマが前のテーマに関係していて個人的にはわかりやすかった
1713201　情報物理実験,平均評価ポイント　　3.42,2024/12/20（金）　～　2025/01/16（木） / 実験してる感じがして楽しかったです。
1713201　情報物理実験,平均評価ポイント　　3.42,2024/12/20（金）　～　2025/01/16（木） / テーマaをやってからテーマbをやりたかったです。
1713201　情報物理実験,平均評価ポイント　　3.42,2024/12/20（金）　～　2025/01/16（木） / ロボット制御や物理について理解を深める事ができた。
1713201　情報物理実験,平均評価ポイント　　3.42,2024/12/20（金）　～　2025/01/16（木） / 実験を通して物理についてとこれからのことについて理解を深めることができたと感じる。
1713201　情報物理実験,平均評価ポイント　　3.42,2024/12/20（金）　～　2025/01/16（木） / 普段は出来ないよう様々な実験を行えたので楽しかったです。
1713201　情報物理実験,平均評価ポイント　　3.42,2024/12/20（金）　～　2025/01/16（木） / 課題(レポート)は必ず提出すること、一回でも欠席すると次の講義にかなり響くので毎回出席必須(病欠以外)
1713201　情報物理実験,平均評価ポイント　　3.42,2024/12/20（金）　～　2025/01/16（木） / レポートが大変なので頑張ってください
1713201　情報物理実験,平均評価ポイント　　3.42,2024/12/20（金）　～　2025/01/16（木） / レポートを必ず提出しましょう
1713201　情報物理実験,平均評価ポイント　　3.42,2024/12/20（金）　～　2025/01/16（木） / レポートが大変。
1713201　情報物理実験,平均評価ポイント　　3.42,2024/12/20（金）　～　2025/01/16（木） / 頑張れ。
1713201　情報物理実験,平均評価ポイント　　3.42,2024/12/20（金）　～　2025/01/16（木） / レポートを早めに取り組む
1713201　情報物理実験,平均評価ポイント　　3.42,2024/12/20（金）　～　2025/01/16（木） / しっかり授業に出て頑張ること。
1713201　情報物理実験,平均評価ポイント　　3.42,2024/12/20（金）　～　2025/01/16（木） / 実験を行ったあとすぐにレポートを作った方が良いレポートが書け、点数アップにも繋がります。
1713201　情報物理実験,平均評価ポイント　　3.42,2024/12/20（金）　～　2025/01/16（木） / テーマＡ（シミュレーション），Ｂ（実験）の順序は人数の問題で固定されます。Ｂ→Ａの順で受けた人は、Ｂテーマの現実的な考察がＡテーマの考察に反映できていれば加点できますので、それを狙ってください。（Ａテーマ担当、丸山）
1713201　情報物理実験,平均評価ポイント　　3.42,2024/12/20（金）　～　2025/01/16（木） / 回答をいただきありがとうございました．この科目での学びや気付きが２年次以降の学修に役立つことを期待しています．
1713201　情報物理実験,平均評価ポイント　　3.42,2024/12/20（金）　～　2025/01/16（木） / ３週の実験（実質２週の実験）でロボットの二足歩行動作を完成させるのは難しい課題で，かつ実験の時間が短く，取り組むことが大変であったと思います．ですが受講生の皆さんそれぞれの創意工夫によって，多くのロボットが歩行に成功したことを，大変うれしく感じています．実験報告書（レポート）については，２年次以降も，実験科目などを通じて，より質の高い実験報告書が書けるようになることを目指してください．
1733205　人工知能,平均評価ポイント　　3.50,2024/12/20（金）　～　2025/01/16（木） / 機械学習手法の基礎知識を学ぶことができた。
1733205　人工知能,平均評価ポイント　　3.50,2024/12/20（金）　～　2025/01/16（木） / 苦手や方はteamsに講義の録画があるため、そちらの視聴をお勧めします。
1733205　人工知能,平均評価ポイント　　3.50,"2024/12/20（金）　～　2025/01/16（木） / 回答を見る限り、授業は成果が得られたようです。
発展課題の提出者がまだまだ少ないことは少し残念です。
発展課題に取り組むことは、就職後、IT職の現場で役立つと思いますので、
余裕のある人は取り組むように心がけてください。"
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 特になし
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / わかやすい授業でした。
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 高校の頃の復習にとても良かった
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 今まで数学を苦手としていたけれど、この大学での講義を受けて、数学が分かるようになりました。
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 解析や線形代数の復習が出来て良かった
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 特にないです
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 解析・線形代数で学んだ内容を確認する場として自分にはすごくいい場でした。
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 合格点が高くて諮問が多かったけどそのおかげで理解できることが増えてよかったです
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / この授業を通して線形代数や解析の授業の振り返りができたので他の授業で分からなかった部分が分かるようになった
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 回数を重ねるごとに解けなかった問題も、諮問などを通して解くことができる達成感を感じました。とても有意義な講義で毎週楽しみになるような講義でした。
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 小テストでほぼ諮問でした
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 授業の進め方がよかったため高校のときより数学の知識が入りやすかった。
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 数学がおもしろいと感じるようになった。
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 試験用のプリント集が欲しい
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 授業スライドを前日に表示して欲しいと感じました。当日の講義でノートなどにまとめる際に時間がかかり、間に合わないケースが多々ありました。
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 解析の復習ができて良かったです。
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 数学演習があるおかげで、線形代数と解析の授業内容を効率よく復習できた。
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 分からない問題は前で解説してくれたのでとてもわかりやすかったです。
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / この講義を通して高校の時の復習にもなったし、線形や解析の復習にも繋がったと感じた。
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 楽しい講義でした
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 解析や線形代数の授業の復習が出来てとても意義があった授業だと思います。諮問になった場合はしっかり解説してもらえたのでとても勉強になりました。
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 毎回の授業で小テストがあるのでそこで本当に理解出来ていたのかを確認することが出来て良かった。また、不合格だった時に諮問に行って分からなかった問題を無くすことが出来たので良かった。
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 高校の分野や解析で学んだことの復習をこの授業を通して出来た。
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 講義の内容が要点と例がコンパクトになっていてとても理解しやすかったし、練習問題が多いおかげで問題にすぐになれることができた
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 解析と線形代数の復習ができるいい授業だと思います。
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 高校数学の復習や大学数学の新範囲を予習復習をしながらしっかりと理解することが出来た
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 解析と線形代数の良い復習時間となった。 また、諮問に行くことで分からないところをそのままにすることがなかったのである程度授業内容が身につきました。
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 私は中学の頃から数学が好きだったのでこの講義はとても自分にとって意義のある講義でした。
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 毎週解析Ⅰと線形代数Ⅰの復習がこの授業で出来てとても良かった。小テストは難しかったけどもしっかりと復習して意義のあるものに出来た。フィットinサポートで教えてもらったり、自分で解けるようになっていったので良かった。
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 復習はしといた方がいい
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 分からないなら友達に聞いた方がいい
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 演習の時間ちゃんとする
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / テストの勉強はしておきましょう
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 授業の始めにテストがあるので、勉強をしておいた方が良い
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 数学演習は解析の小テストみたいなものなのでわかんなくなったら解析の授業資料を見たらなにかヒントがあるかも！？！？
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 授業聞いとけばなんとかなる
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 諮問になった場合は、次週の授業の前日までにしっかり行って提出しましょう。
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 復習をしっかりしてください
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 小テストは授業の少し前から来て前回授業の振り返りをしたら合格しやすい
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 極論、授業に参加して、必ずプリントを出すだけの授業なのでまともに受ければまず落とさない。
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / きちんと諮問を受けましょう。
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / わからいまま答えをおぼえてもしょうがないので、諮問に行こう！
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 小テストを毎回合格できるように復習をしていたら問題ないと思います。
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 諮問には必ず行こう。
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 復習を必ずしよう。
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 分からないところは聞いた方が速い
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 講義内容をよく聞いておくことが大切。
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 復習が大切だと思います。
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 諮問に行かなくていいように頑張りましょう
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 先生の話はもちろん聞くべきです。あとスマホでスライドを見れるので見返す用に出しておくと便利です
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / しっかり授業の復習をしましょう。（特に解析）
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 復習する
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 毎回の授業で小テストのための勉強をしっかりとやっておく
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 最初は高校で習った話ばかりだけれど、後半は少し変わった内容になるので講義の最初にある説明は聞いておいた方がいい
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 毎授業の小テストで合格できなかった場合、次の講義までに諮問に行かなければなりません。諮問を受けたくない場合、解析と線形代数をよく自宅で復習しておくのがよいと思います。
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 解析や線形代数の毎授業での理解を確実にすること。防げる計算ミスはしないこと。小テスト範囲のプリントは最低1回は解くこと。
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 小テストの勉強をしっかりしよう。
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 授業前予習がとても大切な講義です
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 毎週の小テストの勉強をすることで、解析と線形代数の復習ができるので絶対に小テストの勉強をしていった方が良いと思います。
1711104　数学演習,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金） / 諮問は貯めない
1712104　数学演習,平均評価ポイント　　3.48,2024/07/03（水）　～　2024/07/19（金） / 特に無いです．
1712104　数学演習,平均評価ポイント　　3.48,2024/07/03（水）　～　2024/07/19（金） / 解説わかりやすいです。
1712104　数学演習,平均評価ポイント　　3.48,2024/07/03（水）　～　2024/07/19（金） / いい感じ
1712104　数学演習,平均評価ポイント　　3.48,2024/07/03（水）　～　2024/07/19（金） / 課題の配点はあらかじめ問題に書いてほしかった。それ以外には全く問題ありません。
1712104　数学演習,平均評価ポイント　　3.48,2024/07/03（水）　～　2024/07/19（金） / 来年もお世話になります。
1712104　数学演習,平均評価ポイント　　3.48,2024/07/03（水）　～　2024/07/19（金） / 最後のテストの範囲が少なくてうれしかったです
1712104　数学演習,平均評価ポイント　　3.48,2024/07/03（水）　～　2024/07/19（金） / 解説してくれて別解なども教えてくれるからわかりやすいです。
1712104　数学演習,平均評価ポイント　　3.48,2024/07/03（水）　～　2024/07/19（金） / 楽しかった
1712104　数学演習,平均評価ポイント　　3.48,2024/07/03（水）　～　2024/07/19（金） / 質問に丁寧に対応してくださり助かった
1712104　数学演習,平均評価ポイント　　3.48,2024/07/03（水）　～　2024/07/19（金） / 難しかったですが、講義中の解説自体は分かりやすかった。結果のその場では理解して次の週では忘れてしまっていることが多くあった、復習の量を増やそうと思いました。
1712104　数学演習,平均評価ポイント　　3.48,2024/07/03（水）　～　2024/07/19（金） / 小テストがちゃんと勉強していないと難しかった
1712104　数学演習,平均評価ポイント　　3.48,2024/07/03（水）　～　2024/07/19（金） / とても分かりやすかったです。
1712104　数学演習,平均評価ポイント　　3.48,2024/07/03（水）　～　2024/07/19（金） / 諮問行きは正直いいシステムだと思いました。溜めずにちゃんと行けばあまり時間はかからないし、わからない所は教えてもらえるし...
1712104　数学演習,平均評価ポイント　　3.48,2024/07/03（水）　～　2024/07/19（金） / 分かりやすい授業でとても良かったです。
