1433209　電気エネルギーシステム工学IV,平均評価ポイント　　3.55,2024/12/20（金）　～　2025/01/16（木） / 毎週サボらず小テストをやれば受かるはず
1433209　電気エネルギーシステム工学IV,平均評価ポイント　　3.55,2024/12/20（金）　～　2025/01/16（木） / 日々のスライドの内容を理解する
1433209　電気エネルギーシステム工学IV,平均評価ポイント　　3.55,2024/12/20（金）　～　2025/01/16（木） / 予習をする
1433209　電気エネルギーシステム工学IV,平均評価ポイント　　3.55,"2024/12/20（金）　～　2025/01/16（木） / 全体的にはシラバスを理解していただき，授業を受けていただいたと受け取りました。

（１）授業プリントの穴を増やしたらもっと授業を聞いてもらえると思います。
確かにそうかもしれませんね。
後半にすこし試行しましたが，来年度はもう少し積極的に採用できるかどうか検討してみます。

（２）送電に関する知識を身に付けることができた。もう少し具体例を出しながら講義していただくとわかりやすかった。
確かにそうかもしれませんね。
工学部の学生としては「実装」を知ることは大事なことだと思います。
どの辺で具体例が欲しかったのか，コメントがあると来年度に対応できます。

貴重な意見をありがとうございました。"
1423205　技術者倫理,平均評価ポイント　　3.41,2024/12/20（金）　～　2025/01/16（木） / 教授の質問に対して生徒が答えると言う場面が多数あり、授業への理解度につなげることができる講義であり、とてもよかった。
1423205　技術者倫理,平均評価ポイント　　3.41,2024/12/20（金）　～　2025/01/16（木） / 自分でプリントを印刷するのがめんどくさい
1423205　技術者倫理,平均評価ポイント　　3.41,2024/12/20（金）　～　2025/01/16（木） / とても授業がわかりやすかったです。
1423205　技術者倫理,平均評価ポイント　　3.41,2024/12/20（金）　～　2025/01/16（木） / 私はこの講義を振り返って、電気技術者になるうえでの心構えを学びました。
1423205　技術者倫理,平均評価ポイント　　3.41,2024/12/20（金）　～　2025/01/16（木） / 課題を円滑に進めるために授業スライドを見直すと良い。
1423205　技術者倫理,平均評価ポイント　　3.41,2024/12/20（金）　～　2025/01/16（木） / 積極的に発言をすると、高得点を目指せます。
1411107　電気基礎数学,平均評価ポイント　　3.57,2024/07/03（水）　～　2024/07/19（金） / 高校の復習が多かった
1411107　電気基礎数学,平均評価ポイント　　3.57,2024/07/03（水）　～　2024/07/19（金） / 宿題の解説を丁寧にしていただき、とても助かった。
1411107　電気基礎数学,平均評価ポイント　　3.57,2024/07/03（水）　～　2024/07/19（金） / しっかりと勉強に取り組むことができた。
1411107　電気基礎数学,平均評価ポイント　　3.57,2024/07/03（水）　～　2024/07/19（金） / 数学にはいろんな解き方があるので別のやり方をしても◯にしてほしい
1411107　電気基礎数学,平均評価ポイント　　3.57,2024/07/03（水）　～　2024/07/19（金） / 一個一個もっと詳しく説明して欲しい
1411107　電気基礎数学,平均評価ポイント　　3.57,2024/07/03（水）　～　2024/07/19（金） / 難しかったです
1411107　電気基礎数学,平均評価ポイント　　3.57,2024/07/03（水）　～　2024/07/19（金） / もうちょいわかりやすく説明してほしい
1411107　電気基礎数学,平均評価ポイント　　3.57,2024/07/03（水）　～　2024/07/19（金） / マル付け基準をもう少し低くして欲しい。
1411107　電気基礎数学,平均評価ポイント　　3.57,2024/07/03（水）　～　2024/07/19（金） / 工業高校卒なので数Ⅲや数Bをしていない自分でも分かりやすい授業だった。
1411107　電気基礎数学,平均評価ポイント　　3.57,2024/07/03（水）　～　2024/07/19（金） / 分かりやすかった．
1411107　電気基礎数学,平均評価ポイント　　3.57,2024/07/03（水）　～　2024/07/19（金） / 宿題は次回の授業で提出すること
1411107　電気基礎数学,平均評価ポイント　　3.57,2024/07/03（水）　～　2024/07/19（金） / 特にないです
1411107　電気基礎数学,平均評価ポイント　　3.57,2024/07/03（水）　～　2024/07/19（金） / 宿題をしっかりとする。
1411107　電気基礎数学,平均評価ポイント　　3.57,2024/07/03（水）　～　2024/07/19（金） / 頑張ってください
1411107　電気基礎数学,平均評価ポイント　　3.57,2024/07/03（水）　～　2024/07/19（金） / 頑張れ
1411107　電気基礎数学,平均評価ポイント　　3.57,2024/07/03（水）　～　2024/07/19（金） / 予習を頑張ってください
1411107　電気基礎数学,平均評価ポイント　　3.57,2024/07/03（水）　～　2024/07/19（金） / 小テストが定期的にあるので復習しておくこと
1411107　電気基礎数学,平均評価ポイント　　3.57,2024/07/03（水）　～　2024/07/19（金） / しっかり出席して課題を出す
1411107　電気基礎数学,平均評価ポイント　　3.57,2024/07/03（水）　～　2024/07/19（金） / 板書を頑張りましょう
1411107　電気基礎数学,平均評価ポイント　　3.57,2024/07/03（水）　～　2024/07/19（金） / 数学をマスターしとく.
1412106　電気基礎数学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 基本的な数学力と電気工学への応用力が身に付いた。
1412106　電気基礎数学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 高校で学んだ内容を復習でき、新しい範囲も勉強できた。
1412106　電気基礎数学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 高校でいかにサボってきたか痛感しました
1412106　電気基礎数学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 分かりやすかった。
1412106　電気基礎数学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 数３の内容や電気基礎で学習した内容がいくつか出ていたが、より詳しく学習することができた
1412106　電気基礎数学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 分かりやすかった
1412106　電気基礎数学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 勉強になった
1412106　電気基礎数学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / スライドがとても手が凝っていてすごく頑張ってくれてらっしゃると感じた。講義も丁寧で分かりやすかった。
1412106　電気基礎数学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / スライドの間違いが多かった。説明はとても分かりやすかった。
1412106　電気基礎数学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / スライドをｍｙFITに乗せてくれるのがありがたい。
1412106　電気基礎数学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / パワポに間違いが多い
1412106　電気基礎数学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 課題や小テストに得点を分散してくださりとても助かりました。
1412106　電気基礎数学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 授業資料があってわかりやすかった。
1412106　電気基礎数学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 講義がわかりやすかった。
1412106　電気基礎数学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 無遅刻、無欠席で、課題をしっかり提出すること。
1412106　電気基礎数学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 毎回の宿題で点をとりましょう。
1412106　電気基礎数学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 課題は配られた日にやろう
1412106　電気基礎数学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 勉強頑張れ
1412106　電気基礎数学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 宿題は毎回出るので講義の内容が頭に入っている時にする。
1412106　電気基礎数学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 高校で理系数学を学んでいた人はその復習代わりになるるので普通に勉強していれば特に頑張ることなく取れると思います。
1412106　電気基礎数学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 課題、小テストを頑張れば後が楽です。
1412106　電気基礎数学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 高校の復習の内容もあるが基礎となる部分なので油断せずに学習する
1412106　電気基礎数学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 宿題をしっかり提出する
1412106　電気基礎数学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 課題を提出しましょう。
1412106　電気基礎数学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 週一の課題は後に響くからしっかりするようにしてほしい
1412106　電気基礎数学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 分からないところは先生や友だちに聞く。
1412106　電気基礎数学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / ノートを取ったほうが理解力は抜群に上がります。
1412106　電気基礎数学,平均評価ポイント　　3.55,"2024/07/03（水）　～　2024/07/19（金） / 期末や中間テストだけでなく毎週の課題,章ごとの小テストも点数につながるので毎回ちゃんと受けたほうがいい。"
1412106　電気基礎数学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / 先生は記述に厳しいので、授業をきちんと聞いて完璧に書きましょう。
1412106　電気基礎数学,平均評価ポイント　　3.55,2024/07/03（水）　～　2024/07/19（金） / がんばれ
1411207　解析II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 解説を丁寧にしてほしい
1411207　解析II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 偏微分の計算を学んだ
1411207　解析II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 微分について学べた。
1411207　解析II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / もう少し学生に対して柔らかく接して頂けると質問に行きやすいかなと思いました。
1411207　解析II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 私自身勉強していないわけではないがテストが難しすぎる。他の講義のように福工大の生徒の難易度に合わせるなどして欲しい。理解度を測るためのテストのはずが難しすぎてそれ以前の問題となっている。再履修生が多すぎるのがその根拠。せめて課題などをもうけて点数をテスト100%でなくすることや、答案用紙の返却、またテストの解説の時間を作るなどの改善をしてほしい。
1411207　解析II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / テスト100%はきついから課題点や出席点などがほしいです。他の科目では課題点があるので進藤先生も考えてみてください。毎講義で前回の講義の内容の小テストなどもいいかもしれません。再テストの勉強のためにどこをどんなふうに間違ったのか知りたいため、答案用紙の返却を強く願います。
1411207　解析II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 分かりやすかった。
1411207　解析II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 課題を出していいと思う
1411207　解析II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 微分についてよく分かりました。
1411207　解析II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / こんなに一生懸命取り組んだのに点数が全然取れないのは先生の教え方や説明が分かりにくいからだと思う。実際単位をとれている人が少ない中テスト100%にしているのも意味が分からない。教授としてどうかと思う。あまりにもひどい。テキストやプリントを全部解けるようにしてテストに臨んでも単位が取れないのは問題の難易度が適切じゃないからだと思う。勉強をめちゃくちゃ頑張っても単位を落とす人が多いので自分の教え方が悪いと思っているならいいがもしそう思ってないのならそういう考えも持ってほしい。
1411207　解析II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 自分の回答を返却してほしいのと、答えを配布してほしい。そうじゃないと、間違っている場所がわからなくて復習のしようがない。 他の学科とのテストの差がありすぎる。
1411207　解析II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / まずマイク使っているのにも関わらずボソボソ言っていて何を言っているかがわからない。こんなにテストで点が取れないのは私たちが勉強していないのではなく自分の説明や教え方が悪かったと思うことはないのかが疑問です。
1411207　解析II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 予習復習しよう
1411207　解析II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 予習復習をするように
1411207　解析II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 難しいので頑張ってください
1411207　解析II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 授業に集中して取り組むことが大切
1411207　解析II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / テスト100%だからちゃんと勉強しないと簡単に落単します。前期の解析Ⅰでも再履修生が続出したので気をつけてください。
1411207　解析II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 難しすぎるので毎日の勉強を怠らずにすること。
1411207　解析II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 半分以上の人が単位落とすので頑張ってください
1411207　解析II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 数3を完璧に
1411207　解析II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / この授業は単位取れないから諦めよう
1411207　解析II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 頑張って
1412208　電子回路I,平均評価ポイント　　3.45,2024/12/20（金）　～　2025/01/16（木） / 事前に予習をして講義で演習問題を解くことで理解が深まった。分からない部分はクラスサポーターの先輩へ気軽に質問することもできて良かった。
1412208　電子回路I,平均評価ポイント　　3.45,2024/12/20（金）　～　2025/01/16（木） / トランジスタについて学ぶことができた。
1412208　電子回路I,平均評価ポイント　　3.45,2024/12/20（金）　～　2025/01/16（木） / 演習問題の答えを授業後も見れるようにしてほしい。
1412208　電子回路I,平均評価ポイント　　3.45,2024/12/20（金）　～　2025/01/16（木） / 事前学習をすることで授業の内容を理解しやすくなり演習問題も解きやすくてよかった。
1412208　電子回路I,平均評価ポイント　　3.45,2024/12/20（金）　～　2025/01/16（木） / 事前学習形式はすごくわかりやすかった
1412208　電子回路I,平均評価ポイント　　3.45,2024/12/20（金）　～　2025/01/16（木） / 最後の小テストで時間が足りない時があった。
1412208　電子回路I,平均評価ポイント　　3.45,2024/12/20（金）　～　2025/01/16（木） / とくになし
1412208　電子回路I,平均評価ポイント　　3.45,2024/12/20（金）　～　2025/01/16（木） / 事前の予習をしっかりと行い、毎回の講義中に行われるミニテストでは1点でも多く点数を取れるように頑張って下さい。
1412208　電子回路I,平均評価ポイント　　3.45,2024/12/20（金）　～　2025/01/16（木） / 毎回頑張れば合格できる
1412208　電子回路I,平均評価ポイント　　3.45,2024/12/20（金）　～　2025/01/16（木） / ミニテストがとても重要です。
1412208　電子回路I,平均評価ポイント　　3.45,2024/12/20（金）　～　2025/01/16（木） / 毎回課題を出す
1412208　電子回路I,平均評価ポイント　　3.45,2024/12/20（金）　～　2025/01/16（木） / 毎回の小テストが大事！
1412208　電子回路I,平均評価ポイント　　3.45,2024/12/20（金）　～　2025/01/16（木） / 事前学習は自分でわかるまでやったほうがいい。
1412208　電子回路I,平均評価ポイント　　3.45,2024/12/20（金）　～　2025/01/16（木） / 小テストでしっかり点を取りましょう
1412208　電子回路I,平均評価ポイント　　3.45,2024/12/20（金）　～　2025/01/16（木） / 予習の時からしっかりと勉強して授業中に理解してください。
1412208　電子回路I,平均評価ポイント　　3.45,2024/12/20（金）　～　2025/01/16（木） / がんばれ
1421106　半導体工学,平均評価ポイント　　3.57,2024/07/03（水）　～　2024/07/19（金） / 内容を理解するのは大変だったが、少しずつ分かるようになった
1421106　半導体工学,平均評価ポイント　　3.57,2024/07/03（水）　～　2024/07/19（金） / ミクロの世界なのでイメージがしづらい人がいると思います。なので、計画性をもって予習復習をしっかりと行っておいておくとよいです。
1421106　半導体工学,平均評価ポイント　　3.57,2024/07/03（水）　～　2024/07/19（金） / 授業があった日に復習をした方が良い
1422106　半導体工学,平均評価ポイント　　3.20,2024/07/03（水）　～　2024/07/19（金） / 正直とても難しい内容でしたが、興味深い内容でしたが
1422106　半導体工学,平均評価ポイント　　3.20,2024/07/03（水）　～　2024/07/19（金） / 難しい内容を図でわかりやすく説明して良い学びが出来たと思う。
1422106　半導体工学,平均評価ポイント　　3.20,2024/07/03（水）　～　2024/07/19（金） / 半導体の知識を身につける事ができたのでよかったです。学んだことを忘れないように覚えておきたいと思います。
1422106　半導体工学,平均評価ポイント　　3.20,2024/07/03（水）　～　2024/07/19（金） / 本気でまとめ、理解しようと努力してください
1422205　電気基礎学実験,平均評価ポイント　　3.33,2024/12/20（金）　～　2025/01/16（木） / 班の人と協力して実験に取り組むことができました。
1433205　電気基礎学概論,平均評価ポイント　　3.00,2024/12/20（金）　～　2025/01/16（木）
1421202　電気回路IV,平均評価ポイント　　3.67,2024/12/20（金）　～　2025/01/16（木） / 課題を一度出さなかっただけでほぼ落単になるのは酷すぎる 部分的に点数を減らすとかにして欲しい
1421202　電気回路IV,平均評価ポイント　　3.67,2024/12/20（金）　～　2025/01/16（木） / 私はこの講義を振り返って、電源のスイッチを入れ始めたときの回路解析を学びました。
1421202　電気回路IV,平均評価ポイント　　3.67,2024/12/20（金）　～　2025/01/16（木） / 1つの解答ではなく何通りも解答を出してくれて分かりやすかった。
1421202　電気回路IV,平均評価ポイント　　3.67,2024/12/20（金）　～　2025/01/16（木） / 感想書いた分の加点など、電気回路1から3のシステムの導入を早めにしていただけると嬉しいです。eラーニングの問題から出題される形式は何度も解き直すことで計算ミスさえなければ高得点を取れるのでこれからも続けて欲しいです。
1421202　電気回路IV,平均評価ポイント　　3.67,2024/12/20（金）　～　2025/01/16（木） / 面白かったです
1421202　電気回路IV,平均評価ポイント　　3.67,2024/12/20（金）　～　2025/01/16（木） / テストが100％でいつもと内容が違っていて大変すぎでした。
1421202　電気回路IV,平均評価ポイント　　3.67,2024/12/20（金）　～　2025/01/16（木） / テストに持ち込める紙を用意してくれてありがとうございます。
1421202　電気回路IV,平均評価ポイント　　3.67,2024/12/20（金）　～　2025/01/16（木） / 今までより難しく思ったよりもテストは解けなかった。
1421202　電気回路IV,平均評価ポイント　　3.67,2024/12/20（金）　～　2025/01/16（木） / とても分かりやすかったです
1421202　電気回路IV,平均評価ポイント　　3.67,2024/12/20（金）　～　2025/01/16（木） / 分かりやすかったです
1421202　電気回路IV,平均評価ポイント　　3.67,2024/12/20（金）　～　2025/01/16（木） / 分かりやすい解説があり、有意義な講義であった。
1421202　電気回路IV,平均評価ポイント　　3.67,2024/12/20（金）　～　2025/01/16（木） / eラーニングシステムの毎週課題提出は、間違いなく電気回路を欠かさずに勉強する習慣づくりになりました。
1421202　電気回路IV,平均評価ポイント　　3.67,2024/12/20（金）　～　2025/01/16（木） / eラーニングがあったのでとても勉強しやすかったです
1421202　電気回路IV,平均評価ポイント　　3.67,2024/12/20（金）　～　2025/01/16（木） / 後期ありがとうございました
1421202　電気回路IV,平均評価ポイント　　3.67,2024/12/20（金）　～　2025/01/16（木） / 内容理解が難しい科目ではありましたが、解説がとても分かりやすかったです。
1421202　電気回路IV,平均評価ポイント　　3.67,2024/12/20（金）　～　2025/01/16（木） / 今までの電気回路ⅠからⅢまでの集大成です。日々の復習を頑張って下さい。
1421202　電気回路IV,平均評価ポイント　　3.67,2024/12/20（金）　～　2025/01/16（木） / イーランニングを忘れることなく解かないとテスト受けられないので注意です。
1421202　電気回路IV,平均評価ポイント　　3.67,2024/12/20（金）　～　2025/01/16（木） / eラーニングの課題は計画的に進めて、提出忘れがないようにすること。
1421202　電気回路IV,平均評価ポイント　　3.67,2024/12/20（金）　～　2025/01/16（木） / e-ラーニングをきっちりとやりましょう
1421202　電気回路IV,平均評価ポイント　　3.67,2024/12/20（金）　～　2025/01/16（木） / テストの結果や解説がわからないと復習や点数が分からないため前もって返却用ファイルを出していた方がいいと思います。
1421202　電気回路IV,平均評価ポイント　　3.67,2024/12/20（金）　～　2025/01/16（木） / 毎週の課題は絶対にしてください。
1421202　電気回路IV,平均評価ポイント　　3.67,2024/12/20（金）　～　2025/01/16（木） / e-ランニングを繰り返しやる。
1421202　電気回路IV,平均評価ポイント　　3.67,2024/12/20（金）　～　2025/01/16（木） / e-learningを頑張りましょう
1421202　電気回路IV,平均評価ポイント　　3.67,2024/12/20（金）　～　2025/01/16（木） / eラーニング解き忘れたら0点になるけ最初に全部やった方がいい イベントと重なってやり忘れるけ気をつけて
1421202　電気回路IV,平均評価ポイント　　3.67,2024/12/20（金）　～　2025/01/16（木） / eラーニングを忘れずに取り組みましょう。
1421202　電気回路IV,平均評価ポイント　　3.67,2024/12/20（金）　～　2025/01/16（木） / eラーニングを忘れずにお願いします
1421202　電気回路IV,平均評価ポイント　　3.67,2024/12/20（金）　～　2025/01/16（木） / eーラーニングをちゃんとやりましょう
1421202　電気回路IV,平均評価ポイント　　3.67,2024/12/20（金）　～　2025/01/16（木） / eラーニングシステムは必ずやること。
1421202　電気回路IV,平均評価ポイント　　3.67,2024/12/20（金）　～　2025/01/16（木） / 毎週のe-ランニングを忘れないように！
1421202　電気回路IV,平均評価ポイント　　3.67,2024/12/20（金）　～　2025/01/16（木） / eラーニングをしっかりやろう
1421202　電気回路IV,平均評価ポイント　　3.67,2024/12/20（金）　～　2025/01/16（木） / 頑張れ
1421202　電気回路IV,平均評価ポイント　　3.67,2024/12/20（金）　～　2025/01/16（木） / e-Learningを忘れずに真面目にやろー！
1421202　電気回路IV,平均評価ポイント　　3.67,"2024/12/20（金）　～　2025/01/16（木） / お疲れ様でした。
テストの他に期限内にこなす課題もありまして，計画性（自己調整）が重要な科目でもあると認識できたかと思います。
ほとんどの学生は私の必修の講義がなくなると思いますが，これからの活躍に期待しています。"
1422204　メカトロニクスI,平均評価ポイント　　3.50,2024/12/20（金）　～　2025/01/16（木） / 積極的に工作に取り組みきちんとレポートを提出することができました
1422204　メカトロニクスI,平均評価ポイント　　3.50,2024/12/20（金）　～　2025/01/16（木） / アンケートにご回答いただきありがとうございます。
1411103　電気回路I,平均評価ポイント　　3.64,2024/07/03（水）　～　2024/07/19（金） / 工業高校で習っていたところがあったので、理解しやすかった
1411103　電気回路I,平均評価ポイント　　3.64,2024/07/03（水）　～　2024/07/19（金） / 説明を聞いたらわかりやすくてとてもよかった。
1411103　電気回路I,平均評価ポイント　　3.64,2024/07/03（水）　～　2024/07/19（金） / すごくよかった
1411103　電気回路I,平均評価ポイント　　3.64,2024/07/03（水）　～　2024/07/19（金） / 説明が分かりやすかった。
1411103　電気回路I,平均評価ポイント　　3.64,2024/07/03（水）　～　2024/07/19（金） / 他の先生よりも比較的優しい。ブラックジョークを言ってくれたり、独特の言い回し。大変頭に入りやすい。助かりました。 他の先生には心がないのかと思いましたが、貴方のおかげでそんなことは無いと信じようと思えました。
1411103　電気回路I,平均評価ポイント　　3.64,2024/07/03（水）　～　2024/07/19（金） / これからの電気回路2.3が不安です、
1411103　電気回路I,平均評価ポイント　　3.64,2024/07/03（水）　～　2024/07/19（金） / 直流の電気回路について理解を深めることができました。
1411103　電気回路I,平均評価ポイント　　3.64,2024/07/03（水）　～　2024/07/19（金） / 公式だけでなく、裏技なども教えて下さり、とても助かった
1411103　電気回路I,平均評価ポイント　　3.64,2024/07/03（水）　～　2024/07/19（金） / 分かりやすく、楽しい講義でとても良かった。
1411103　電気回路I,平均評価ポイント　　3.64,2024/07/03（水）　～　2024/07/19（金） / 教科書の問題の模範解答か解説が欲しい時がありました。 授業資料見やすかったです。
1411103　電気回路I,平均評価ポイント　　3.64,2024/07/03（水）　～　2024/07/19（金） / テブナンノ定理がわかりやすかったです。
1411103　電気回路I,平均評価ポイント　　3.64,2024/07/03（水）　～　2024/07/19（金） / 蚊もなく不可もなくだった
1411103　電気回路I,平均評価ポイント　　3.64,2024/07/03（水）　～　2024/07/19（金） / 課題の解説が欲しい
1411103　電気回路I,平均評価ポイント　　3.64,2024/07/03（水）　～　2024/07/19（金） / 難しかったです
1411103　電気回路I,平均評価ポイント　　3.64,2024/07/03（水）　～　2024/07/19（金） / 解説がとても分かりやすかった．
1411103　電気回路I,平均評価ポイント　　3.64,2024/07/03（水）　～　2024/07/19（金） / 説明がとても分かりやすかった。
1411103　電気回路I,平均評価ポイント　　3.64,2024/07/03（水）　～　2024/07/19（金） / 課題と振り返りを忘れずに提出すること
1411103　電気回路I,平均評価ポイント　　3.64,2024/07/03（水）　～　2024/07/19（金） / むーどる書き忘れないように授業終わりすぐする。
1411103　電気回路I,平均評価ポイント　　3.64,2024/07/03（水）　～　2024/07/19（金） / 頑張れ
1411103　電気回路I,平均評価ポイント　　3.64,2024/07/03（水）　～　2024/07/19（金） / 課題を提出する
1411103　電気回路I,平均評価ポイント　　3.64,2024/07/03（水）　～　2024/07/19（金） / 後半にかけてかなりややこしくなるが、先生は優しいです。 とっかかりやすいので他の教科を警戒しましょう。
1411103　電気回路I,平均評価ポイント　　3.64,2024/07/03（水）　～　2024/07/19（金） / 課題をしっかり理解することが大事だと思います。
1411103　電気回路I,平均評価ポイント　　3.64,2024/07/03（水）　～　2024/07/19（金） / 振り返りと課題の期限を守る
1411103　電気回路I,平均評価ポイント　　3.64,2024/07/03（水）　～　2024/07/19（金） / 同じ回路にいくつも解き方があるのでどれも使いこなせるようになっておいた方が良いです。
1411103　電気回路I,平均評価ポイント　　3.64,2024/07/03（水）　～　2024/07/19（金） / 頑張ってください！
1411103　電気回路I,平均評価ポイント　　3.64,2024/07/03（水）　～　2024/07/19（金） / だんだん難しくなってくる
1411103　電気回路I,平均評価ポイント　　3.64,2024/07/03（水）　～　2024/07/19（金） / 復習大事
1411103　電気回路I,平均評価ポイント　　3.64,2024/07/03（水）　～　2024/07/19（金） / 復習をがんばってください
1411103　電気回路I,平均評価ポイント　　3.64,2024/07/03（水）　～　2024/07/19（金） / 基礎をマスターしとく．
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 簡単な公式だけでなく法則などが学べた
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 電気回路における様々な定理や法則について理解出来た。また、受講していてとても面白くやる気が出る授業であった。
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 面白くて、勉強していて楽しかったです。
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 回路を簡単に解くための考え方ややり方を学びそれを使ってうまく解けるようになっていけて面白い。
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 難しいです。
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / たまにしてくれる雑談が面白く、定理の話などもわかりやすかったです。
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 前半は高校で習った内容出会ったため工業科の生徒と普通科の生徒で点数の差もあったかなと感じています。
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 授業の間に出てくるテクニックをうまく使うことで回路を簡単にできたり、電検3種でも使えるような法則があったりととても分かりやすく面白い授業だった。
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 分かりやすく、学生たちにも寄り添ってくれるので講義を受けやすかったです。
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / すごく丁寧に解説されるので分かりやすかった。
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 電気回路について学べる
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 楽しかった
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / スライドや予習用動画があり、とても学習しやすかった。
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 説明が丁寧でよく分かりやすかったです。
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 授業後の感想をいつも忘れてしまう。
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 講義は教え方がとても丁寧で分かりやすかった。また課題が定期的にあるのでちょうどよく電気回路を学習できるのも良い点だと感じた。
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 途中に休憩時間があり、その間面白い話をしてくれるため、授業に集中しやすかった。
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 講義中での言葉選びがよかった
