講義名,平均評価ポイント,自由記述,感情スコア,ポジティブ表現,ネガティブ表現
1933109　環境会計論,平均評価ポイント　　3.57,話をよく聞く。,-0.1577068,よく(0.92),"話(-1.00), 聞く(-0.71)"
1933109　環境会計論,平均評価ポイント　　3.57,課題、レポートをしっかり提出する。,-0.127235625,,"課題(-0.40), レポート(-0.23), 提出(-0.39)"
1933109　環境会計論,平均評価ポイント　　3.57,授業内で出される課題や期末レポートを忘れずに取り組む事が大切だと思います。,-0.186620835,期末(0.01),"授業(-0.41), 内(-0.97), 課題(-0.40), や(-0.28), レポート(-0.23), 事(-0.94), と(-0.22), 思い(-0.68)"
1933109　環境会計論,平均評価ポイント　　3.57,先生も優しいので受けた方がいいです,-0.033632727,優しい(0.99),"先生(-0.24), 受け(-0.18), 方(-0.94)"
1933109　環境会計論,平均評価ポイント　　3.57,課題をすべてやる。,-0.0790396,,課題(-0.40)
1933109　環境会計論,平均評価ポイント　　3.57,中間レポートやその他の課題を忘れずに提出する,-0.156026538,,"中間(-0.73), レポート(-0.23), や(-0.28), 課題(-0.40), 提出(-0.39)"
1933109　環境会計論,平均評価ポイント　　3.57,まずは、ミクロ経済をきちんと把握していくことが大切である,-0.044823495,"ミクロ(0.01), きちんと(0.98)","まず(-0.70), 経済(-0.67), 把握(-0.33)"
1933109　環境会計論,平均評価ポイント　　3.57,課題をきちんとすることが大切です。,0.064974333,きちんと(0.98),課題(-0.40)
1933109　環境会計論,平均評価ポイント　　3.57,追加課題をしっかり行う。,-0.164022333,,"追加(-0.59), 課題(-0.40)"
1933109　環境会計論,平均評価ポイント　　3.57,追加加点のレポートや課題がありますが頑張ってください。,-0.106627071,,"追加(-0.59), レポート(-0.23), や(-0.28), 課題(-0.40)"
1933109　環境会計論,平均評価ポイント　　3.57,レポートする,-0.1151305,,レポート(-0.23)
1933109　環境会計論,平均評価ポイント　　3.57,ない,-0.999997,,ない(-1.00)
1933109　環境会計論,平均評価ポイント　　3.57,特になし,0,,
1933109　環境会計論,平均評価ポイント　　3.57,レポートを頑張りましょう。,-0.100155,,"レポート(-0.23), ましょう(-0.27)"
1933109　環境会計論,平均評価ポイント　　3.57,最後がレポートなのでレポートが得意な人は取っていいと思います。 内容は難しい時もあるけどある程度大丈夫だとおもいます,-0.177130412,,"最後(-0.66), レポート(-0.23), レポート(-0.23), 得意(-0.28), と(-0.22), 思い(-0.68), 内容(-0.85), 難しい(-1.00), 時(-0.75), 程度(-0.91), と(-0.22)"
1933109　環境会計論,平均評価ポイント　　3.57,・フィットエイムを忘れないようにしましょう,-0.1160496,フィット(0.11),"ない(-1.00), ましょう(-0.27)"
1933109　環境会計論,平均評価ポイント　　3.57,頑張ってください,0,,
1933109　環境会計論,平均評価ポイント　　3.57,授業内での課題をしっかり行う。 レポートをしっかり終わらせることが大切。,-0.105197579,,"授業(-0.41), 内(-0.97), 課題(-0.40), レポート(-0.23)"
1923115　財務会計論,平均評価ポイント　　3.39,会計について知れた,-0.175763667,,"会計(-0.51), つい(-0.55)"
1923115　財務会計論,平均評価ポイント　　3.39,分析がいまいちよくわかっていませんが、でも先生の話は面白いし、なにより親身になって聞いてくれます。それが嬉しかった。,0.003706,"よく(0.92), 面白い(0.99)","分析(-0.40), 先生(-0.24), 話(-1.00), 親身(-0.14)"
1923115　財務会計論,平均評価ポイント　　3.39,グループで活動することがなかなか他の授業ではないので協力することが良かったです。前期ありがとうございます。,-0.114245179,,"グループ(-0.52), 活動(-0.74), 授業(-0.41), ない(-1.00), 協力(-0.26), 前期(-0.27)"
1923115　財務会計論,平均評価ポイント　　3.39,内容がすごく難しかったです。,-0.121516714,,内容(-0.85)
1923115　財務会計論,平均評価ポイント　　3.39,面白かった,0,,
1923115　財務会計論,平均評価ポイント　　3.39,楽しく財務会計について理解出来た,-0.248135222,,"財務(-0.22), 会計(-0.51), つい(-0.55), 理解(-0.31), 出来(-0.65)"
1923115　財務会計論,平均評価ポイント　　3.39,しっかり受ける,-0.4825635,,受ける(-0.97)
1923115　財務会計論,平均評価ポイント　　3.39,とても興味深い内容でした,-0.247471,,"とても(-0.17), 興味(-0.47), 内容(-0.85)"
1923115　財務会計論,平均評価ポイント　　3.39,お金の流れの理解がすごく難しいと思いました。難しい言葉が多くて大変ですが、チームのみんなで力を合わせて、発表に向けて頑張っています。発表担当なのでチームの考えをみんなにしっかり伝えられるように頑張ります。テストも良い点を取れるようにしっかり予習したいと思います。半年間ありがとうございました。,-0.167092671,良い(1.00),"流れ(-0.88), 理解(-0.31), 難しい(-1.00), と(-0.22), 思い(-0.68), 難しい(-1.00), 言葉(-0.98), 多く(-0.88), 大変(-0.37), チーム(-0.49), 力(-0.84), 発表(-0.44), 発表(-0.44), 担当(-0.52), チーム(-0.49), 考え(-0.93), テスト(-0.34), 点(-0.65), 取れる(-0.78), 予習(-0.31), と(-0.22), 思い(-0.68), 半年(-0.44), 間(-0.80)"
1923115　財務会計論,平均評価ポイント　　3.39,頑張ってください,0,,
1923115　財務会計論,平均評価ポイント　　3.39,僕は先生の人柄で再履修することにしました。この科目もそうですが、先生を見極めることは重要ですよ。,-0.066489097,人柄(0.44),"先生(-0.24), 履修(-0.59), 科目(-0.48), 先生(-0.24), 見極める(-0.29), 重要(-0.67)"
1923115　財務会計論,平均評価ポイント　　3.39,グループワークの授業が面白いですよ,0.083341714,面白い(0.99),授業(-0.41)
1923115　財務会計論,平均評価ポイント　　3.39,難しいからがんばってください。,-0.166625667,,難しい(-1.00)
1923115　財務会計論,平均評価ポイント　　3.39,先生の話を聞く,-0.39021,,"先生(-0.24), 話(-1.00), 聞く(-0.71)"
1923115　財務会計論,平均評価ポイント　　3.39,予習復習をしっかりとする,-0.103843217,,"予習(-0.31), 復習(-0.10), と(-0.22)"
1923115　財務会計論,平均評価ポイント　　3.39,しっかり受ける,-0.4825635,,受ける(-0.97)
1923115　財務会計論,平均評価ポイント　　3.39,課題をすること,-0.0987995,,課題(-0.40)
1923115　財務会計論,平均評価ポイント　　3.39,話をしっかり聞く。,-0.34208,,"話(-1.00), 聞く(-0.71)"
1933105　国際貿易論,平均評価ポイント　　3.58,今までも藤井先生の講義はかなり受けてきたのでやり方を変えずにいてくれて勉強しやすかった,-0.050779963,,"先生(-0.24), 講義(-0.43), かなり(-0.27), 受け(-0.18), 勉強(-0.26)"
1933105　国際貿易論,平均評価ポイント　　3.58,専門の知識を学べた。,-0.069608857,,"専門(-0.37), 知識(-0.12)"
1933105　国際貿易論,平均評価ポイント　　3.58,小テストなどで、講義内容をさらに理解することができました。,-0.144759529,,"小(-0.54), テスト(-0.34), 講義(-0.43), 内容(-0.85), 理解(-0.31)"
1933105　国際貿易論,平均評価ポイント　　3.58,国際貿易に関しての基礎知識や貿易閉鎖時と通常貿易時の違いを十分理解できた。,-0.283988957,,"国際(-0.55), 貿易(-0.45), や(-0.28), 貿易(-0.45), 閉鎖(-0.61), 時(-0.75), と(-0.22), 通常(-0.59), 貿易(-0.45), 時(-0.75), 違い(-0.83), 十分(-0.31), 理解(-0.31)"
1933105　国際貿易論,平均評価ポイント　　3.58,ありがとうございました。,0,,
1933105　国際貿易論,平均評価ポイント　　3.58,特にないです。,-0.24999925,,ない(-1.00)
1933105　国際貿易論,平均評価ポイント　　3.58,内容も詳しく説明してくれたのでわかりやすかったです,-0.116211071,,"内容(-0.85), 説明(-0.78)"
1933105　国際貿易論,平均評価ポイント　　3.58,ありません。,0,,
1933105　国際貿易論,平均評価ポイント　　3.58,貿易論について表を用いて学ぶ事が出来た,-0.308928071,,"貿易(-0.45), 論(-0.45), つい(-0.55), 表(-0.74), 学ぶ(-0.55), 事(-0.94), 出来(-0.65)"
1933105　国際貿易論,平均評価ポイント　　3.58,特になし,0,,
1933105　国際貿易論,平均評価ポイント　　3.58,プリントを配布し、分かりやすく授業に取り組めるようにしてくださり、難しい内容も理解することが出来ました。,-0.146613556,,"プリント(-0.42), 配布(-0.33), 授業(-0.41), 難しい(-1.00), 内容(-0.85), 理解(-0.31), 出来(-0.65)"
1933105　国際貿易論,平均評価ポイント　　3.58,国際的な貿易について学ぶことができました。,-0.118325769,,"貿易(-0.45), つい(-0.55), 学ぶ(-0.55)"
1933105　国際貿易論,平均評価ポイント　　3.58,国際的な取引について、経済的な観点から学ぶことができました。,-0.127254667,,"取引(-0.80), つい(-0.55), 観点(-0.40), 学ぶ(-0.55)"
1933105　国際貿易論,平均評価ポイント　　3.58,ありません。,0,,
1933105　国際貿易論,平均評価ポイント　　3.58,具体的に分かりやすく説明してくれるので助かりました,-0.059718308,,説明(-0.78)
1933105　国際貿易論,平均評価ポイント　　3.58,国際経済についても学ぶことができ楽しかったです！,-0.165437071,,"国際(-0.55), 経済(-0.67), つい(-0.55), 学ぶ(-0.55)"
1933105　国際貿易論,平均評価ポイント　　3.58,特になし。,0,,
1933105　国際貿易論,平均評価ポイント　　3.58,毎授業ごとに授業資料があって分かりやすかったです。,-0.122066786,,"授業(-0.41), ごと(-0.52), 授業(-0.41), 資料(-0.38)"
1933105　国際貿易論,平均評価ポイント　　3.58,ありがとうございました,0,,
1933105　国際貿易論,平均評価ポイント　　3.58,経済について詳しく知ることが出来た。,-0.208503727,,"経済(-0.67), つい(-0.55), 知る(-0.42), 出来(-0.65)"
1933105　国際貿易論,平均評価ポイント　　3.58,スライドが見やすかったです,-0.085204167,,スライド(-0.51)
1933105　国際貿易論,平均評価ポイント　　3.58,世界の各国の貿易の特徴ややり方について知ることができた。,-0.150006167,,"世界(-0.79), 貿易(-0.45), 特徴(-0.22), や(-0.28), つい(-0.55), 知る(-0.42)"
1933105　国際貿易論,平均評価ポイント　　3.58,貿易や経済でのお金の動きについて詳しく学ぶことができた。,-0.184293611,,"貿易(-0.45), や(-0.28), 経済(-0.67), 動き(-0.83), つい(-0.55), 学ぶ(-0.55)"
1933105　国際貿易論,平均評価ポイント　　3.58,難しい内容が多かったですか学べる内容は非常によかったです。,-0.16881175,,"難しい(-1.00), 内容(-0.85), 内容(-0.85)"
1933105　国際貿易論,平均評価ポイント　　3.58,スライドが分かりやすくてとてもよかったです。,-0.0680292,,"スライド(-0.51), とても(-0.17)"
1933105　国際貿易論,平均評価ポイント　　3.58,貿易について詳しく学ぶことができた。,-0.139839545,,"貿易(-0.45), つい(-0.55), 学ぶ(-0.55)"
1933105　国際貿易論,平均評価ポイント　　3.58,国際貿易についてしっかり学ぶことができました。,-0.160639077,,"国際(-0.55), 貿易(-0.45), つい(-0.55), 学ぶ(-0.55)"
1933105　国際貿易論,平均評価ポイント　　3.58,毎回プリントがあったので、復習にも使えて良かったです。また、課題で内容の理解を深めることができました。,-0.077220666,,"プリント(-0.42), 復習(-0.10), 課題(-0.40), 内容(-0.85), 理解(-0.31), 深める(-0.40)"
1933105　国際貿易論,平均評価ポイント　　3.58,一つ一つの講義全てを丁寧に分かりやすく教えていただいたので、とても分かりやすかった。また、国際貿易についてはじめの頃よりも内容をよく理解できたと思う。,-0.095328733,"頃(0.12), よく(0.92)","講義(-0.43), 丁寧(-0.65), 教え(-0.27), とても(-0.17), 国際(-0.55), 貿易(-0.45), つい(-0.55), 内容(-0.85), 理解(-0.31), と(-0.22), 思う(-0.90)"
1933105　国際貿易論,平均評価ポイント　　3.58,国際貿易に関して詳しく学ぶ事が出来たので良かったです。,-0.184442,,"国際(-0.55), 貿易(-0.45), 学ぶ(-0.55), 事(-0.94), 出来(-0.65)"
1933105　国際貿易論,平均評価ポイント　　3.58,授業をとおして、国際貿易の原理や理論について学ぶことができた。教科書などにより、専門用語なども確認することができた。,-0.122496343,,"授業(-0.41), 国際(-0.55), 貿易(-0.45), 原理(-0.40), や(-0.28), 理論(-0.59), つい(-0.55), 学ぶ(-0.55), 教科書(-0.32), 確認(-0.20)"
1933105　国際貿易論,平均評価ポイント　　3.58,内容は面白かったです。でも資料が少し小難しくしすぎていて残念でした。先生の話を言語化したものを印刷して配ったほうがよっぽど面白いし印象に残ると僕は思います。 資料はパッと見て全然わかりませんが、先生の話は印象に残りました。,-0.146159458,面白い(0.99),"内容(-0.85), 資料(-0.38), 少し(-0.97), 残念(-1.00), 先生(-0.24), 話(-1.00), 印刷(-0.85), よっぽど(-0.42), 印象(-0.37), 残る(-0.88), と(-0.22), 思い(-0.68), 資料(-0.38), と(-0.22), 全然(-0.66), 先生(-0.24), 話(-1.00), 印象(-0.37), 残り(-0.81)"
1933105　国際貿易論,平均評価ポイント　　3.58,貿易の利益不利益について学べていいこともあれば悪いこともあることも学べた,-0.127798773,,"貿易(-0.45), 利益(-0.82), つい(-0.55), 悪い(-1.00)"
1933105　国際貿易論,平均評価ポイント　　3.58,国際貿易について深く知れてよかった。,-0.140125,,"国際(-0.55), 貿易(-0.45), つい(-0.55)"
1933105　国際貿易論,平均評価ポイント　　3.58,しっかり聞けば今のところ（12週時点）は大丈夫,-0.142868462,,"今(-0.85), 週(-0.58), 時点(-0.43)"
1933105　国際貿易論,平均評価ポイント　　3.58,授業中にわからないことをそのままにしない。,-0.282139583,,"授業(-0.41), 中(-0.98), ない(-1.00), ない(-1.00)"
1933105　国際貿易論,平均評価ポイント　　3.58,講義内での小テストや事前課題など早めに取り組むこと。,-0.209714267,,"講義(-0.43), 内(-0.97), 小(-0.54), テスト(-0.34), や(-0.28), 事前(-0.20), 課題(-0.40)"
1933105　国際貿易論,平均評価ポイント　　3.58,毎回出席して課題やテストにしっかり取り組みましょう,-0.142285636,,"出席(-0.28), 課題(-0.40), や(-0.28), テスト(-0.34), ましょう(-0.27)"
1933105　国際貿易論,平均評価ポイント　　3.58,しっかり授業に出席する,-0.137737,,"授業(-0.41), 出席(-0.28)"
1933105　国際貿易論,平均評価ポイント　　3.58,貿易についてもっと知りたい人は履修するべきです,-0.139680769,,"貿易(-0.45), つい(-0.55), もっと(-0.24), 履修(-0.59)"
1933105　国際貿易論,平均評価ポイント　　3.58,復習、予習をした方が良い。,-0.03472583,良い(1.00),"復習(-0.10), 予習(-0.31), 方(-0.94)"
1933105　国際貿易論,平均評価ポイント　　3.58,頑張って,0,,
1933105　国際貿易論,平均評価ポイント　　3.58,特になし,0,,
1933105　国際貿易論,平均評価ポイント　　3.58,提出物をしっかりとだすことが大事。,-0.026326711,,"と(-0.22), 大事(-0.02)"
1933105　国際貿易論,平均評価ポイント　　3.58,課題をしっかりと行うことが大切です。,-0.0610991,,"課題(-0.40), と(-0.22)"
1933105　国際貿易論,平均評価ポイント　　3.58,復習をしっかりすること。,-0.01665905,,復習(-0.10)
1933105　国際貿易論,平均評価ポイント　　3.58,関連授業を履修していると、理解が深まりやすいと思います。,-0.177980824,,"関連(-0.62), 授業(-0.41), 履修(-0.59), と(-0.22), 理解(-0.31), と(-0.22), 思い(-0.68)"
1933105　国際貿易論,平均評価ポイント　　3.58,小テストがあるので毎回の講義の復習が大事。,-0.101763407,,"小(-0.54), テスト(-0.34), 講義(-0.43), 復習(-0.10), 大事(-0.02)"
1933105　国際貿易論,平均評価ポイント　　3.58,経済に興味があるなら取るべき,-0.142323625,,"経済(-0.67), 興味(-0.47)"
1933105　国際貿易論,平均評価ポイント　　3.58,特になし。,0,,
1933105　国際貿易論,平均評価ポイント　　3.58,教科書に書き込みをして、テストに備えること。,-0.121751667,,"教科書(-0.32), テスト(-0.34), 備える(-0.81)"
1933105　国際貿易論,平均評価ポイント　　3.58,勉強をしっかりがんばってください,-0.043252333,,勉強(-0.26)
1933105　国際貿易論,平均評価ポイント　　3.58,授業内容をしっかり聞いて理解できるようにしてください。,-0.111652357,,"授業(-0.41), 内容(-0.85), 理解(-0.31)"
1933105　国際貿易論,平均評価ポイント　　3.58,予習や課題をしておくとより理解が深まると思う,-0.201875643,,"予習(-0.31), や(-0.28), 課題(-0.40), と(-0.22), 理解(-0.31), 深まる(-0.20), と(-0.22), 思う(-0.90)"
1933105　国際貿易論,平均評価ポイント　　3.58,授業は毎回出席してください。,-0.086085625,,"授業(-0.41), 出席(-0.28)"
1933105　国際貿易論,平均評価ポイント　　3.58,授業の復習をしっかり行ってください。,-0.0561957,,"授業(-0.41), 復習(-0.10)"
1933105　国際貿易論,平均評価ポイント　　3.58,予習復習をしっかりすると、より深い学びになると思うので予習復習をしましょう。,-0.109953255,,"予習(-0.31), 復習(-0.10), と(-0.22), と(-0.22), 思う(-0.90), 予習(-0.31), 復習(-0.10), ましょう(-0.27)"
1933105　国際貿易論,平均評価ポイント　　3.58,メモをとったほうがいいと思います。,-0.123066818,,"メモ(-0.46), と(-0.22), 思い(-0.68)"
1933105　国際貿易論,平均評価ポイント　　3.58,他国との貿易について学べます。,-0.1772932,,"他国(-0.57), と(-0.22), 貿易(-0.45), つい(-0.55)"
1933105　国際貿易論,平均評価ポイント　　3.58,課題などにしっかり取り組んで先生の話を聞いて授業を受けることが大切だと思います。,-0.169484391,,"課題(-0.40), 先生(-0.24), 話(-1.00), 授業(-0.41), 受ける(-0.97), と(-0.22), 思い(-0.68)"
1933105　国際貿易論,平均評価ポイント　　3.58,国際貿易に関して、貿易がなぜ良いのか、メリット、デメリットそれぞれ学びたい人は履修するべきである。,-0.065904593,"良い(1.00), メリット(0.99)","国際(-0.55), 貿易(-0.45), 貿易(-0.45), デメリット(-0.99), それぞれ(-0.75), 履修(-0.59)"
1933105　国際貿易論,平均評価ポイント　　3.58,不定期に出される課題を忘れずに提出する事が大切だと思います。,-0.138030105,,"課題(-0.40), 提出(-0.39), 事(-0.94), と(-0.22), 思い(-0.68)"
1933105　国際貿易論,平均評価ポイント　　3.58,授業資料を活用して、復習に取り組み、教科書にチェックをつけながら学ぶ。,-0.1286447,,"授業(-0.41), 資料(-0.38), 活用(-0.17), 復習(-0.10), 教科書(-0.32), チェック(-0.53), 学ぶ(-0.55)"
1933105　国際貿易論,平均評価ポイント　　3.58,先生が面白い、というか言い回しが歴史や映画にも言及されていて面白いと思います。あと人数が多かった。資料は見にくいので注意。記述式問題なら資料はいらないかもしれない。先生の話は面白いし印象に残るけど、資料は面白くありません。,-0.138595429,"面白い(0.99), 面白い(0.99), 面白い(0.99)","先生(-0.24), と(-0.22), 歴史(-0.74), や(-0.28), 映画(-0.77), 言及(-0.15), さ(-0.94), と(-0.22), 思い(-0.68), 人数(-0.41), 資料(-0.38), 注意(-0.69), 記述(-0.36), 式(-0.63), 問題(-0.72), 資料(-0.38), ない(-1.00), ない(-1.00), 先生(-0.24), 話(-1.00), 印象(-0.37), 残る(-0.88), 資料(-0.38)"
1933105　国際貿易論,平均評価ポイント　　3.58,身近な事でもあるので学ぶべき,-0.148743,,"事(-0.94), 学ぶ(-0.55)"
1933105　国際貿易論,平均評価ポイント　　3.58,頑張ってください。,0,,
1933105　国際貿易論,平均評価ポイント　　3.58,回答ありがとうございました。みなさんからの意見をもとに授業の改善を進めたいと思います。,-0.0944475,改善(0.95),"回答(-0.46), さん(-0.60), 意見(-0.86), 授業(-0.41), と(-0.22), 思い(-0.68)"
1923101　自然環境調査法,平均評価ポイント　　3.62,特になし,0,,
1923101　自然環境調査法,平均評価ポイント　　3.62,多くの専門知識を増やすことができた。,-0.0878433,,多く(-0.88)
1923101　自然環境調査法,平均評価ポイント　　3.62,自然に関する様々な調査方法や特殊な道具まで、深く学ぶことができました。 ありがとうございました。,-0.177170593,,"自然(-0.66), 関する(-0.31), 調査(-0.49), 方法(-0.95), や(-0.28), 特殊(-0.57), 道具(-0.98), 学ぶ(-0.55)"
1923101　自然環境調査法,平均評価ポイント　　3.62,生物の様々な調査方法を学べた。,-0.2155926,,"生物(-0.72), 調査(-0.49), 方法(-0.95)"
1923101　自然環境調査法,平均評価ポイント　　3.62,真剣に取り組めた。,0.001045364,真剣(0.01),
1923101　自然環境調査法,平均評価ポイント　　3.62,スライドが見やすかった,-0.102245,,スライド(-0.51)
1923101　自然環境調査法,平均評価ポイント　　3.62,授業が分かりやすかった,-0.0811614,,授業(-0.41)
1923101　自然環境調査法,平均評価ポイント　　3.62,今まで知らなかった調査法について理解できてよかった。,-0.137065933,,"調査(-0.49), 法(-0.71), つい(-0.55), 理解(-0.31)"
1923101　自然環境調査法,平均評価ポイント　　3.62,自然環境の調査の仕方を様々な目的に合わせて適切な調査方法を動画等を使って解説していたため理解しやすかった,-0.168114364,適切(1.00),"自然(-0.66), 環境(-0.61), 調査(-0.49), 仕方(-0.95), 目的(-0.91), 調査(-0.49), 方法(-0.95), 動画(-0.21), 等(-0.56), 解説(-0.41), 理解(-0.31)"
1923101　自然環境調査法,平均評価ポイント　　3.62,分かりやすかった,0,,
1923101　自然環境調査法,平均評価ポイント　　3.62,自然についてのさまざまな調査法を学ぶことができてよかったです。これらの知識をフィールドワークなどに活かしていきたいと思っています。,-0.088904405,,"自然(-0.66), つい(-0.55), 調査(-0.49), 法(-0.71), 学ぶ(-0.55), 知識(-0.12), と(-0.22)"
1923101　自然環境調査法,平均評価ポイント　　3.62,演出のときのスライドも授業資料にのせてほしい,-0.144598833,,"演出(-0.44), スライド(-0.51), 授業(-0.41), 資料(-0.38)"
1923101　自然環境調査法,平均評価ポイント　　3.62,分かりやすい授業でした。,-0.0676345,,授業(-0.41)
1923101　自然環境調査法,平均評価ポイント　　3.62,知らないことばかりだったのでとてもためになった。,-0.083504571,,"ない(-1.00), とても(-0.17)"
1923101　自然環境調査法,平均評価ポイント　　3.62,ありがとうございました。,0,,
1923101　自然環境調査法,平均評価ポイント　　3.62,環境調査の様々な方法を学ぶことができた。,-0.199790385,,"環境(-0.61), 調査(-0.49), 方法(-0.95), 学ぶ(-0.55)"
1923101　自然環境調査法,平均評価ポイント　　3.62,有意義な時間だった,-0.2521374,,"有意義(-0.31), 時間(-0.95)"
1923101　自然環境調査法,平均評価ポイント　　3.62,生物基礎やGISなどの内容も出てくるので復習になって楽しかったです。現地での調査方法を分野ごとに知ることができました。,-0.165091468,,"生物(-0.72), 基礎(-0.72), や(-0.28), 内容(-0.85), 出(-0.43), 復習(-0.10), 現地(-0.34), 調査(-0.49), 方法(-0.95), 分野(-0.30), ごと(-0.52), 知る(-0.42)"
1923101　自然環境調査法,平均評価ポイント　　3.62,レジュメがあってとても分かりやすかった,-0.073590375,,"レジュメ(-0.42), とても(-0.17)"
1923101　自然環境調査法,平均評価ポイント　　3.62,川や海などの水や、水の中の生物について学ぶことができました。,-0.228265913,,"川(-0.95), や(-0.28), 海(-0.96), や(-0.28), 中(-0.98), 生物(-0.72), つい(-0.55), 学ぶ(-0.55)"
1923101　自然環境調査法,平均評価ポイント　　3.62,ない,-0.999997,,ない(-1.00)
1923101　自然環境調査法,平均評価ポイント　　3.62,この授業では、実践的な調査についての知識を深めることが出来たと感じています。調査法にも様々なものがあることを知りとても驚きました。この授業で学んだことは、今後に大きく活かしていけるものだと強く思いました。前期ありがとうございました。,-0.090229443,いける(0.97),"授業(-0.41), 調査(-0.49), つい(-0.55), 知識(-0.12), 深める(-0.40), 出来(-0.65), と(-0.22), 感じ(-0.97), 調査(-0.49), 法(-0.71), とても(-0.17), 授業(-0.41), 今後(-0.53), と(-0.22), 思い(-0.68), 前期(-0.27)"
1923101　自然環境調査法,平均評価ポイント　　3.62,環境問題が多くあることは知っていたけれど、それを調べるための術を全く知らなかったので勉強になった。,-0.157035065,,"環境(-0.61), 問題(-0.72), 多く(-0.88), 調べる(-0.90), 術(-0.62), 全く(-0.89), 勉強(-0.26)"
1923101　自然環境調査法,平均評価ポイント　　3.62,今後のフィールドワークの時に重要になってくるような語句や道具について映像付きで学習できてよかった。,-0.186483321,,"今後(-0.53), 時(-0.75), 重要(-0.67), 語句(-0.53), や(-0.28), 道具(-0.98), つい(-0.55), 映像(-0.47), 学習(-0.45)"
1923101　自然環境調査法,平均評価ポイント　　3.62,自然環境調査法は、環境について学ぶ上で基礎となる科目だと思うので履修できて良かったです。,-0.284968759,,"自然(-0.66), 環境(-0.61), 調査(-0.49), 法(-0.71), 環境(-0.61), つい(-0.55), 学ぶ(-0.55), 上(-0.97), 基礎(-0.72), と(-0.22), 科目(-0.48), と(-0.22), 思う(-0.90), 履修(-0.59)"
1923101　自然環境調査法,平均評価ポイント　　3.62,"レジュメを見ながらしっかり授業に取り組むことができた。
テストは意外と難しかった",-0.0997434,,"レジュメ(-0.42), 授業(-0.41), テスト(-0.34), 意外(-0.62), と(-0.22)"
1923101　自然環境調査法,平均評価ポイント　　3.62,特になし,0,,
1923101　自然環境調査法,平均評価ポイント　　3.62,分かりやすかった,0,,
1923101　自然環境調査法,平均評価ポイント　　3.62,環境の調査法を教えてもらってすごくおもしろいなと思いました,-0.186175125,,"環境(-0.61), 調査(-0.49), 法(-0.71), 教え(-0.27), と(-0.22), 思い(-0.68)"
1923101　自然環境調査法,平均評価ポイント　　3.62,頑張れ,0,,
1923101　自然環境調査法,平均評価ポイント　　3.62,毎回の小テストを怠らずに丁寧にしましょう。,-0.138348154,,"小(-0.54), テスト(-0.34), 丁寧(-0.65), ましょう(-0.27)"
1923101　自然環境調査法,平均評価ポイント　　3.62,自然に関する様々な調査方法を学びたい方におすすめします。,-0.196979235,,"自然(-0.66), 関する(-0.31), 調査(-0.49), 方法(-0.95), 方(-0.94)"
1923101　自然環境調査法,平均評価ポイント　　3.62,毎回テストがあるので遅れずに出席するべき,-0.09657025,,"テスト(-0.34), 遅れ(-0.54), 出席(-0.28)"
1923101　自然環境調査法,平均評価ポイント　　3.62,計画的に勉強したほうがいい,-0.03243925,,勉強(-0.26)
1923101　自然環境調査法,平均評価ポイント　　3.62,事前にめもをお勧めする。,-0.02513225,,事前(-0.20)
1923101　自然環境調査法,平均評価ポイント　　3.62,小テストを頑張る,0.0262765,頑張る(0.98),"小(-0.54), テスト(-0.34)"
1923101　自然環境調査法,平均評価ポイント　　3.62,毎回の小テストがんばれ,-0.1753196,,"小(-0.54), テスト(-0.34)"
1923101　自然環境調査法,平均評価ポイント　　3.62,毎授業の小テストはしっかりと解いておくと達成度テストや期末試験の時に役に立つ。,-0.226074723,期末(0.01),"授業(-0.41), 小(-0.54), テスト(-0.34), と(-0.22), と(-0.22), テスト(-0.34), や(-0.28), 試験(-0.47), 時(-0.75), 役(-0.91), 立つ(-0.96)"
1923101　自然環境調査法,平均評価ポイント　　3.62,授業資料や小テストの復習すること,-0.226829367,,"授業(-0.41), 資料(-0.38), や(-0.28), 小(-0.54), テスト(-0.34), 復習(-0.10)"
1923101　自然環境調査法,平均評価ポイント　　3.62,毎授業出席し小テストをやる,-0.195660375,,"授業(-0.41), 出席(-0.28), 小(-0.54), テスト(-0.34)"
1923101　自然環境調査法,平均評価ポイント　　3.62,毎講義に行われる小テストを必ず行い、準備をしてからテストを受けるようにする。,-0.179323913,,"講義(-0.43), 小(-0.54), テスト(-0.34), 必ず(-0.53), 行い(-0.26), 準備(-0.73), テスト(-0.34), 受ける(-0.97)"
1923101　自然環境調査法,平均評価ポイント　　3.62,演習や小テストのスライドをメモしておくべき,-0.203176167,,"演習(-0.31), や(-0.28), 小(-0.54), テスト(-0.34), スライド(-0.51), メモ(-0.46)"
1923101　自然環境調査法,平均評価ポイント　　3.62,復習をしっかりと行えば大丈夫です。,-0.035083033,,"復習(-0.10), と(-0.22)"
1923101　自然環境調査法,平均評価ポイント　　3.62,頑張ってください,0,,
1923101　自然環境調査法,平均評価ポイント　　3.62,小テストを忘れずに必ず受ける。,-0.263313333,,"小(-0.54), テスト(-0.34), 必ず(-0.53), 受ける(-0.97)"
1923101　自然環境調査法,平均評価ポイント　　3.62,小テストの問題と模範解答を記録しておくとテストのときに安心です。,-0.13270155,安心(0.98),"小(-0.54), テスト(-0.34), 問題(-0.72), と(-0.22), 模範(-0.50), 記録(-0.77), と(-0.22), テスト(-0.34)"
1923101　自然環境調査法,平均評価ポイント　　3.62,メモを必ず取りましょう,-0.2515786,,"メモ(-0.46), 必ず(-0.53), ましょう(-0.27)"
